community,province,population,population_type (Census 2016),lat,long,violence_rate,year,nat_avg
Whitecourt,AB,10204,Census subdivision,54.1424,-115.685,1898,2014,1088.4
Trail,BC,7709,Census subdivision,49.0966,-117.7117,1900,2011,1346.6
Wakaw,SK,922,Census subdivision,52.6489,-105.7401,1900,2015,1113.9
Vernon,BC,40116,Census subdivision,50.267,-119.272,1904,2009,1450
Hinton,AB,9882,Census subdivision,53.4037,-117.5718,1909,2010,1493.7
L'Assomption,QC,22429,Census subdivision,54.0494,-128.6284,1912,2012,1310.8
Midland,ON,16864,Census subdivision,44.7495,-79.8922,1912,2008,1357.159959
Sept-Rivieres Region,QC,39322,Census division,50.133333,-66.61667,1912,2010,1493.7
Campbell River,BC,32588,Census subdivision,50.0331,-125.2733,1913,2011,1346.6
Bay St. George District,NL,1103,Designated Place,48.4275,-58.47778,1915,2012,1310.8
Olds,AB,9184,Census subdivision,51.792,-114.1053,1917,2010,1493.7
Rocher-Perce Region,QC,17282,Census division,48.4807,-63.8941,1917,2012,1310.8
Halifax,NS,403131,Census subdivision,44.6488,-63.5752,1922,2010,1493.7
Midland,ON,16864,Census subdivision,44.7495,-79.8922,1924,2009,1450
James Bay (Kapuskasing),ON,8292,Census subdivision,49.3803,-82.4001,1926,2013,1200.9
Saskatoon,SK,246376,Census subdivision,52.1332,-106.67,1928,2009,1450
Prince George,BC,74003,Census subdivision,53.9171,-122.7497,1930,2015,1113.9
Drayton Valley,AB,7235,Census subdivision,53.2214,-114.9767,1931,2014,1088.4
Kenora,ON,15096,Census subdivision,49.767,-94.4894,1932,2013,1200.9
Lloydminster,AB,19645,Census subdivision,53.278,-110.0061,1932,2008,1357.159959
Cold Lake,AB,14961,Census subdivision,54.4643,-110.1731,1933,2012,1310.8
Vermillion,AB,,,53.354,-110.8586,1933,2009,1450
Melfort,SK,5992,Census subdivision,52.8608,-104.6143,1934,2011,1346.6
Strathmore,AB,13756,Census subdivision,51.0379,-113.4003,1934,2010,1493.7
Trail,BC,7709,Census subdivision,49.0966,-117.7117,1935,2012,1310.8
Hawkesbury,ON,10263,Census subdivision,45.6071,-74.6042,1936,2015,1113.9
McLennan,AB,701,Census subdivision,55.7118,-116.91,1936,2011,1346.6
Saint John,NB,126202,CMA,45.2733,-66.0633,1936,2013,1200.9
Barrington,NS,6646,,43.5643,-65.5644,1941,2009,1450
Central Plains,MB,,,50.085833,-98.27806,1944,2009,1450
Victoria County,NS,2567,Census subdivision,46.6312,-60.4209,1945,2014,1088.4
Dryden,ON,7749,Census subdivision,49.7801,-92.837,1946,2012,1310.8
Dawson Creek,BC,12178,Census subdivision,55.7596,-120.2377,1947,2012,1310.8
Rocher-Perce Region,QC,17282,Census division,48.4807,-63.8941,1952,2010,1493.7
Vallee-de-l'Or Region,QC,43226,Census division,48.2539,-76.5736,1952,2014,1088.4
Rocky Mountain House,AB,6635,Census subdivision,52.3793,-114.9183,1954,2009,1450
Oromocto,NB,9223,Census subdivision,45.8487,-66.4813,1956,2011,1346.6
Brandon,MB,48859,Census subdivision,49.8485,-99.9501,1959,2010,1493.7
New Glasgow Region,NS,9075,Census subdivision,45.5872,-62.6451,1960,2014,1088.4
Rocky Mountain House,AB,6635,Census subdivision,52.3793,-114.9183,1961,2008,1357.159959
Olds,AB,9184,Census subdivision,51.792,-114.1053,1962,2009,1450
Beaverlodge,AB,2465,Census subdivision,55.214,-119.4233,1963,2011,1346.6
Hinton,AB,9882,Census subdivision,53.4037,-117.5718,1963,2015,1113.9
Squamish,BC,19512,Census subdivision,49.7016,-123.1558,1963,2009,1450
James Bay (Kapuskasing),ON,8292,Census subdivision,49.3803,-82.4001,1964,2011,1346.6
Prince George,BC,74003,Census subdivision,53.9171,-122.7497,1966,2014,1088.4
Smithers,BC,5401,Census subdivision,54.7824,-127.1686,1966,2015,1113.9
Vallee-de-la-Gatineau Region,QC,20182,Census division,46.533333,-76.05,1967,2008,1357.159959
Trail,BC,7709,Census subdivision,49.0966,-117.7117,1973,2009,1450
Kelowna,BC,127380,Census subdivision,49.888,-119.496,1978,2009,1450
Minganie Region,QC,11323,Census division,50.233333,-63.6,1979,2008,1357.159959
Orillia,ON,31166,Census subdivision,44.6082,-79.4197,1979,2011,1346.6
Victoria,BC,85792,CMA,48.4284,-123.3656,1980,2010,1493.7
Saint John,NB,126202,CMA,45.2733,-66.0633,1982,2015,1113.9
Camrose,AB,18742,Census subdivision,53.0222,-112.8286,1985,2009,1450
Fort Saskatchewan,AB,24149,Census subdivision,53.7007,-113.2095,1985,2010,1493.7
Hinton,AB,9882,Census subdivision,53.4037,-117.5718,1988,2013,1200.9
Lanark County (Perth),ON,5930,Census subdivision,44.8988,-76.2486,1992,2009,1450
Halifax,NS,403131,Census subdivision,44.6488,-63.5752,1993,2008,1357.159959
Haute-Gaspesie Region,QC,11316,Census division,49.2846,-65.8767,1993,2012,1310.8
Vallee-de-l'Or Region,QC,43226,Census division,48.2539,-76.5736,1993,2015,1113.9
Red Deer,AB,100418,Census Agglomeration,52.2681,-113.8112,1998,2014,1088.4
Wood Buffalo,AB,71589,Census subdivision,56.7264,-111.3803,"1,998.20",2008,1357.159959
Wood Buffalo,AB,71589,Census subdivision,56.7264,-111.3803,"1,998.30",2013,1200.9
Camrose,AB,18742,Census subdivision,53.0222,-112.8286,1999,2010,1493.7
Saint John,NB,126202,CMA,45.2733,-66.0633,1999,2012,1310.8
Parkland,MB,41674,Economic region,51.666667,-100.16667,2001,2010,1493.7
Saskatoon,SK,246376,Census subdivision,52.1332,-106.67,2002,2008,1357.159959
Prince Albert,SK,35926,Census subdivision,53.2033,-105.7531,2004,2012,1310.8
Duncan,BC,4944,Census subdivision,48.7787,-123.7079,2005,2015,1113.9
Fort Francis (Rainy River District),ON,20110,Census division,48.6099,-93.3955,2006,2010,1493.7
Bathurst,NB,4797,Census subdivision,47.6184,-65.6513,2007,2011,1346.6
Prince Albert,SK,35926,Census subdivision,53.2033,-105.7531,2008,2013,1200.9
Selkirk,MB,10278,Census subdivision,50.1435,-96.8754,2013,2014,1088.4
Stettler,AB,5952,Census subdivision,52.3228,-112.7109,2013,2009,1450
Whitecourt,AB,10204,Census subdivision,54.1424,-115.685,2013,2008,1357.159959
Bathurst,NB,4797,Census subdivision,47.6184,-65.6513,2014,2009,1450
Edson,AB,8414,Census subdivision,53.5855,-116.4429,2016,2009,1450
Haute-Gaspesie Region,QC,11316,Census division,49.2846,-65.8767,2016,2011,1346.6
Camrose,AB,18742,Census subdivision,53.0222,-112.8286,2017,2008,1357.159959
Victoria County,NS,2567,Census subdivision,46.6312,-60.4209,2019,2009,1450
Cornwall ON,ON,46589,Census subdivision,45.0213,-74.7303,2020,2008,1357.159959
Drayton Valley,AB,7235,Census subdivision,53.2214,-114.9767,2022,2013,1200.9
Bathurst,NB,4797,Census subdivision,47.6184,-65.6513,2027,2008,1357.159959
Dawson Creek,BC,12178,Census subdivision,55.7596,-120.2377,2028,2011,1346.6
Hawkesbury,ON,10263,Census subdivision,45.6071,-74.6042,2028,2008,1357.159959
Duncan,BC,4944,Census subdivision,48.7787,-123.7079,2031,2014,1088.4
Penticton,BC,33761,Census subdivision,49.4991,-119.5937,2032,2011,1346.6
Hinton,AB,9882,Census subdivision,53.4037,-117.5718,2033,2012,1310.8
Drumheller,AB,7982,Census subdivision,51.4652,-112.7105,2035,2011,1346.6
Halifax,NS,403131,Census subdivision,44.6488,-63.5752,2035,2009,1450
Smiths Falls,ON,8780,,44.9037,-76.0216,2035,2013,1200.9
Fort Saskatchewan,AB,24149,Census subdivision,53.7007,-113.2095,2039,2011,1346.6
Victoria County,NS,2567,Census subdivision,46.6312,-60.4209,2039,2008,1357.159959
Brooks,AB,14451,Census subdivision,50.566,-111.8992,2044,2009,1450
Rocky Mountain House,AB,6635,Census subdivision,52.3793,-114.9183,2045,2015,1113.9
Nipawin,SK,4401,Census subdivision,53.3624,-104.013,2046,2010,1493.7
Kawartha Lakes,ON,75423,Census subdivision,44.5337,-78.9006,2048,2009,1450
Powell River,BC,16783,Census agglomeration,49.8352,-124.5247,2052,2009,1450
Kenora,ON,15096,Census subdivision,49.767,-94.4894,2054,2012,1310.8
Terrace,BC,11643,Census subdivision,54.5182,-128.6032,2059,2014,1088.4
Belleville,ON,50716,Census subdivision,44.1628,-77.3832,2060,2013,1200.9
Leduc,AB,29993,Census subdivision,53.258,-113.5502,2060,2012,1310.8
Red Deer,AB,100418,Census Agglomeration,52.2681,-113.8112,2061,2013,1200.9
Courtenay,BC,25599,Census subdivision,49.6841,-124.9904,2063,2009,1450
Grand Prairie,AB,63166,Census subdivision,55.1699,-118.7986,2063,2013,1200.9
Rocky Mountain House,AB,6635,Census subdivision,52.3793,-114.9183,2064,2012,1310.8
Ponoka,AB,7229,Census subdivision,52.6759,-113.5832,2065,2011,1346.6
Belleville,ON,50716,Census subdivision,44.1628,-77.3832,2067,2010,1493.7
Vallee-de-la-Gatineau Region,QC,20182,Census division,46.533333,-76.05,2068,2009,1450
Beaverlodge,AB,2465,Census subdivision,55.214,-119.4233,2072,2013,1200.9
L'Assomption,QC,22429,Census subdivision,54.0494,-128.6284,2072,2011,1346.6
Campbell River,BC,32588,Census subdivision,50.0331,-125.2733,2074,2008,1357.159959
Smiths Falls,ON,8780,,44.9037,-76.0216,2074,2011,1346.6
Wood Buffalo,AB,71589,Census subdivision,56.7264,-111.3803,"2,075.00",2009,1450
Dawson Creek,BC,12178,Census subdivision,55.7596,-120.2377,2076,2013,1200.9
Leduc,AB,29993,Census subdivision,53.258,-113.5502,2079,2011,1346.6
Squamish,BC,19512,Census subdivision,49.7016,-123.1558,2079,2010,1493.7
Smithers,BC,5401,Census subdivision,54.7824,-127.1686,2086,2011,1346.6
Chapais-Chibougamau,QC,,,49.7796,-74.5281,2089,2015,1113.9
Sept-Rivieres Region,QC,39322,Census division,50.133333,-66.61667,2089,2014,1088.4
Sept-Rivieres Region,QC,39322,Census division,50.133333,-66.61667,2094,2008,1357.159959
Wood Buffalo,AB,71589,Census subdivision,56.7264,-111.3803,"2,095.10",2012,1310.8
Strathmore,AB,13756,Census subdivision,51.0379,-113.4003,2098,2009,1450
Nipawin,SK,4401,Census subdivision,53.3624,-104.013,2101,2015,1113.9
Vallee-de-la-Gatineau Region,QC,20182,Census division,46.533333,-76.05,2101,2015,1113.9
Melfort,SK,5992,Census subdivision,52.8608,-104.6143,2102,2010,1493.7
Grand Prairie,AB,63166,Census subdivision,55.1699,-118.7986,2103,2012,1310.8
Banff,AB,7851,Census subdivision,51.1784,-115.5708,2104,2010,1493.7
Cornwall ON,ON,46589,Census subdivision,45.0213,-74.7303,2104,2010,1493.7
Dryden,ON,7749,Census subdivision,49.7801,-92.837,2104,2014,1088.4
Duncan,BC,4944,Census subdivision,48.7787,-123.7079,2104,2013,1200.9
Trail,BC,7709,Census subdivision,49.0966,-117.7117,2104,2010,1493.7
Dryden,ON,7749,Census subdivision,49.7801,-92.837,2107,2008,1357.159959
Bonnyville,AB,5417,Census subdivision,54.2682,-110.72,2111,2015,1113.9
Kirkland Lake,ON,7981,Census subdivision,48.1497,-80.0315,2114,2009,1450
Labrador,NL,7220,Census subdivision,47.4383,-72.7839,2114,2011,1346.6
Penticton,BC,33761,Census subdivision,49.4991,-119.5937,2114,2010,1493.7
Kamloops,BC,90280,Census subdivision,50.6745,-120.3273,2115,2010,1493.7
Lloydminster,AB,19645,Census subdivision,53.278,-110.0061,2116,2012,1310.8
Pincher Creek,AB,3642,Census subdivision,49.4863,-113.9503,2116,2011,1346.6
Swan River,MB,4014,Census subdivision,52.1051,-101.2706,2119,2010,1493.7
Wood Buffalo,AB,71589,Census subdivision,56.7264,-111.3803,"2,119.30",2011,1346.6
Kirkland Lake,ON,7981,Census subdivision,48.1497,-80.0315,2123,2012,1310.8
James Bay (Kapuskasing),ON,8292,Census subdivision,49.3803,-82.4001,2124,2014,1088.4
Whitecourt,AB,10204,Census subdivision,54.1424,-115.685,2124,2012,1310.8
Kenora,ON,15096,Census subdivision,49.767,-94.4894,2126,2014,1088.4
Broadview,SK,552,,50.3781,-102.5791,2129,2015,1113.9
Summerside,PEI,14829,Census subdivision,46.3934,-63.7902,2129,2009,1450
Smithers,BC,5401,Census subdivision,54.7824,-127.1686,2131,2012,1310.8
Vanderhoof,BC,4439,Census subdivision,54.014,-124.013,2132,2013,1200.9
New Glasgow Region,NS,9075,Census subdivision,45.5872,-62.6451,2134,2008,1357.159959
Labrador,NL,7220,Census subdivision,47.4383,-72.7839,2136,2010,1493.7
Labrador,NL,7220,Census subdivision,47.4383,-72.7839,2138,2008,1357.159959
Mont-Tremblant,QC,9646,Census subdivision,46.1185,-74.5962,2139,2011,1346.6
L'Assomption,QC,22429,Census subdivision,54.0494,-128.6284,2140,2010,1493.7
Lloydminster,AB,19645,Census subdivision,53.278,-110.0061,2141,2013,1200.9
Athabasca,AB,2965,Census subdivision,54.7214,-113.2862,2151,2008,1357.159959
Banff,AB,7851,Census subdivision,51.1784,-115.5708,2151,2011,1346.6
Grand Prairie,AB,63166,Census subdivision,55.1699,-118.7986,2151,2009,1450
Sept-Rivieres Region,QC,39322,Census division,50.133333,-66.61667,2151,2015,1113.9
Stettler,AB,5952,Census subdivision,52.3228,-112.7109,2152,2010,1493.7
Sundre,AB,2729,Census subdivision,51.7972,-114.6405,2155,2010,1493.7
Wakaw,SK,922,Census subdivision,52.6489,-105.7401,2158,2013,1200.9
Beaverlodge,AB,2465,Census subdivision,55.214,-119.4233,2159,2012,1310.8
Woodstock,NB,5228,Census subdivision,46.1503,-67.6034,2159,2010,1493.7
Grand Prairie,AB,63166,Census subdivision,55.1699,-118.7986,2161,2015,1113.9
Flin Flon,MB,4982,Census subdivision,54.7658,-101.8762,2163,2010,1493.7
Belleville,ON,50716,Census subdivision,44.1628,-77.3832,2166,2009,1450
Lloydminster,AB,19645,Census subdivision,53.278,-110.0061,2166,2011,1346.6
Smiths Falls,ON,8780,,44.9037,-76.0216,2167,2015,1113.9
Terrace,BC,11643,Census subdivision,54.5182,-128.6032,2168,2013,1200.9
Cornwall ON,ON,46589,Census subdivision,45.0213,-74.7303,2173,2009,1450
Vallee-de-la-Gatineau Region,QC,20182,Census division,46.533333,-76.05,2176,2010,1493.7
Campbell River,BC,32588,Census subdivision,50.0331,-125.2733,2177,2010,1493.7
Kamloops,BC,90280,Census subdivision,50.6745,-120.3273,2177,2009,1450
New Glasgow Region,NS,9075,Census subdivision,45.5872,-62.6451,2178,2012,1310.8
Port Alberni,BC,17678,Census subdivision,49.2339,-124.8055,2182,2015,1113.9
Campbellton,NB,6883,Census subdivision,48.0074,-66.6722,2184,2008,1357.159959
Fort Qu'Appelle,SK,2027,Census subdivision,50.7681,-103.783,2184,2013,1200.9
Campbellton,NB,6883,Census subdivision,48.0074,-66.6722,2185,2014,1088.4
Nipawin,SK,4401,Census subdivision,53.3624,-104.013,2196,2009,1450
Central Plains,MB,,,50.085833,-98.27806,2199,2010,1493.7
Dawson Creek,BC,12178,Census subdivision,55.7596,-120.2377,2203,2009,1450
Leduc,AB,29993,Census subdivision,53.258,-113.5502,2205,2009,1450
Minganie Region,QC,11323,Census division,50.233333,-63.6,2205,2009,1450
Minganie Region,QC,11323,Census division,50.233333,-63.6,2210,2014,1088.4
Fort Francis (Rainy River District),ON,20110,Census division,48.6099,-93.3955,2211,2015,1113.9
Castlegar,BC,8039,Census subdivision,49.3237,-117.6593,2215,2010,1493.7
Fort Francis (Rainy River District),ON,20110,Census division,48.6099,-93.3955,2215,2012,1310.8
Leduc,AB,29993,Census subdivision,53.258,-113.5502,2216,2010,1493.7
Wainwright,AB,6270,Census subdivision,52.8331,-110.8505,2219,2010,1493.7
Saint John,NB,126202,CMA,45.2733,-66.0633,2221,2011,1346.6
Belleville,ON,50716,Census subdivision,44.1628,-77.3832,2222,2008,1357.159959
Hawkesbury,ON,10263,Census subdivision,45.6071,-74.6042,2223,2011,1346.6
Drayton Valley,AB,7235,Census subdivision,53.2214,-114.9767,2228,2011,1346.6
Penticton,BC,33761,Census subdivision,49.4991,-119.5937,2228,2009,1450
Wakaw,SK,922,Census subdivision,52.6489,-105.7401,2228,2010,1493.7
Ponoka,AB,7229,Census subdivision,52.6759,-113.5832,2230,2009,1450
Sept-Rivieres Region,QC,39322,Census division,50.133333,-66.61667,2230,2009,1450
Brockville,ON,21346,Census subdivision,44.5895,-75.6843,2231,2010,1493.7
Red Deer,AB,100418,Census Agglomeration,52.2681,-113.8112,2231,2009,1450
Prince George,BC,74003,Census subdivision,53.9171,-122.7497,2235,2013,1200.9
Estevan,SK,11483,Census subdivision,49.1391,-102.9915,2238,2009,1450
Merritt,BC,7139,Census subdivision,50.1113,-120.7862,2239,2011,1346.6
Grimshaw,AB,2718,Census subdivision,56.1894,-117.6105,2241,2008,1357.159959
Lambton (St. Clair/Lambton Shores),ON,24717,Census subdivision,48.8258,-124.0542,2241,2008,1357.159959
Woodstock,NB,5228,Census subdivision,46.1503,-67.6034,2250,2008,1357.159959
Kirkland Lake,ON,7981,Census subdivision,48.1497,-80.0315,2252,2011,1346.6
Fort Francis (Rainy River District),ON,20110,Census division,48.6099,-93.3955,2257,2008,1357.159959
Orillia,ON,31166,Census subdivision,44.6082,-79.4197,2257,2009,1450
Kent District,NB,,,46.4652,-65.2842,2258,2010,1493.7
Belleville,ON,50716,Census subdivision,44.1628,-77.3832,2260,2012,1310.8
Pincher Creek,AB,3642,Census subdivision,49.4863,-113.9503,2261,2010,1493.7
Lloydminster,AB,19645,Census subdivision,53.278,-110.0061,2262,2014,1088.4
Peace River,AB,6842,Census subdivision,56.2342,-117.2894,2263,2012,1310.8
Belleville,ON,50716,Census subdivision,44.1628,-77.3832,2268,2011,1346.6
Saint John,NB,126202,CMA,45.2733,-66.0633,2271,2008,1357.159959
Pincher Creek,AB,3642,Census subdivision,49.4863,-113.9503,2274,2012,1310.8
Whitecourt,AB,10204,Census subdivision,54.1424,-115.685,2277,2009,1450
Turtleford,SK,496,Census subdivision,53.388,-108.9584,2278,2008,1357.159959
Nipawin,SK,4401,Census subdivision,53.3624,-104.013,2279,2012,1310.8
Fort Qu'Appelle,SK,2027,Census subdivision,50.7681,-103.783,2280,2015,1113.9
Minganie Region,QC,11323,Census division,50.233333,-63.6,2280,2013,1200.9
Summerside,PEI,14829,Census subdivision,46.3934,-63.7902,2280,2010,1493.7
Hawkesbury,ON,10263,Census subdivision,45.6071,-74.6042,2281,2009,1450
Squamish,BC,19512,Census subdivision,49.7016,-123.1558,2282,2008,1357.159959
Truro,NS,12261,,45.3658,-63.2869,2282,2008,1357.159959
Dawson Creek,BC,12178,Census subdivision,55.7596,-120.2377,2284,2008,1357.159959
Vermillion,AB,,,53.354,-110.8586,2286,2010,1493.7
Rocky Mountain House,AB,6635,Census subdivision,52.3793,-114.9183,2297,2011,1346.6
Ponoka,AB,7229,Census subdivision,52.6759,-113.5832,2300,2015,1113.9
La Tuque,QC,11001,Census subdivision,47.4383,-72.7839,2301,2015,1113.9
Brockville,ON,21346,Census subdivision,44.5895,-75.6843,2303,2009,1450
Dawson Creek,BC,12178,Census subdivision,55.7596,-120.2377,2304,2015,1113.9
Flin Flon,MB,4982,Census subdivision,54.7658,-101.8762,2304,2008,1357.159959
Peace River,AB,6842,Census subdivision,56.2342,-117.2894,2304,2011,1346.6
St. Paul,AB,5827,Census subdivision,53.9911,-111.2953,2304,2014,1088.4
Campbell River,BC,32588,Census subdivision,50.0331,-125.2733,2307,2009,1450
Kenora,ON,15096,Census subdivision,49.767,-94.4894,2309,2011,1346.6
Quesnel,BC,23146,Census Agglomeration,52.9817,-122.4949,2309,2014,1088.4
T'Kumlups,BC,,,50.680275,-120.29456,2309,2010,1493.7
Yorkton,SK,16343,Census subdivision,51.2174,-102.4739,2310,2015,1113.9
New Glasgow Region,NS,9075,Census subdivision,45.5872,-62.6451,2311,2011,1346.6
Vallee-de-la-Gatineau Region,QC,20182,Census division,46.533333,-76.05,2311,2012,1310.8
Nipawin,SK,4401,Census subdivision,53.3624,-104.013,2314,2013,1200.9
Grand Prairie,AB,63166,Census subdivision,55.1699,-118.7986,2317,2011,1346.6
McLennan,AB,701,Census subdivision,55.7118,-116.91,2322,2010,1493.7
Whitecourt,AB,10204,Census subdivision,54.1424,-115.685,2322,2011,1346.6
Oromocto,NB,9223,Census subdivision,45.8487,-66.4813,2324,2009,1450
Lundar,MB,462,Census subdivision,50.698,-98.0414,2326,2008,1357.159959
Minganie Region,QC,11323,Census division,50.233333,-63.6,2329,2010,1493.7
Hope,BC,6181,Census subdivision,49.383,-121.4425,2332,2010,1493.7
Ponoka,AB,7229,Census subdivision,52.6759,-113.5832,2334,2012,1310.8
Orillia,ON,31166,Census subdivision,44.6082,-79.4197,2336,2010,1493.7
Minganie Region,QC,11323,Census division,50.233333,-63.6,2338,2011,1346.6
Minganie Region,QC,11323,Census division,50.233333,-63.6,2341,2012,1310.8
Lundar,MB,462,Census subdivision,50.698,-98.0414,2342,2014,1088.4
Peace River,AB,6842,Census subdivision,56.2342,-117.2894,2342,2015,1113.9
Edson,AB,8414,Census subdivision,53.5855,-116.4429,2343,2013,1200.9
Prince George,BC,74003,Census subdivision,53.9171,-122.7497,2354,2008,1357.159959
Port Alberni,BC,17678,Census subdivision,49.2339,-124.8055,2359,2014,1088.4
Labrador,NL,7220,Census subdivision,47.4383,-72.7839,2363,2009,1450
Vegreville,AB,5708,,53.5052,-112.0621,2365,2011,1346.6
Yarmouth,NS,6518,Census subdivision,43.8375,-66.1174,2365,2013,1200.9
Port Alberni,BC,17678,Census subdivision,49.2339,-124.8055,2367,2013,1200.9
Grand Prairie,AB,63166,Census subdivision,55.1699,-118.7986,2368,2014,1088.4
Estevan,SK,11483,Census subdivision,49.1391,-102.9915,2371,2008,1357.159959
Hope,BC,6181,Census subdivision,49.383,-121.4425,2373,2008,1357.159959
New Glasgow Region,NS,9075,Census subdivision,45.5872,-62.6451,2375,2009,1450
Chetwynd,BC,2503,Census subdivision,55.6977,-121.6297,2376,2011,1346.6
Hawkesbury,ON,10263,Census subdivision,45.6071,-74.6042,2377,2010,1493.7
Wakaw,SK,922,Census subdivision,52.6489,-105.7401,2379,2011,1346.6
Greenstone,ON,4636,Census subdivision,49.7667,-87.2833,2388,2015,1113.9
Prince Albert,SK,35926,Census subdivision,53.2033,-105.7531,2391,2008,1357.159959
Wood Buffalo,AB,71589,Census subdivision,56.7264,-111.3803,"2,393.50",2010,1493.7
Orillia,ON,31166,Census subdivision,44.6082,-79.4197,2396,2008,1357.159959
Red Deer,AB,100418,Census Agglomeration,52.2681,-113.8112,2397,2011,1346.6
Terrace,BC,11643,Census subdivision,54.5182,-128.6032,2398,2012,1310.8
Minganie Region,QC,11323,Census division,50.233333,-63.6,2405,2015,1113.9
Selkirk,MB,10278,Census subdivision,50.1435,-96.8754,2405,2009,1450
Cold Lake,AB,14961,Census subdivision,54.4643,-110.1731,2417,2010,1493.7
Fort Francis (Rainy River District),ON,20110,Census division,48.6099,-93.3955,2417,2009,1450
Vallee-de-la-Gatineau Region,QC,20182,Census division,46.533333,-76.05,2420,2013,1200.9
Brooks,AB,14451,Census subdivision,50.566,-111.8992,2422,2012,1310.8
Campbellton,NB,6883,Census subdivision,48.0074,-66.6722,2428,2012,1310.8
Peace River,AB,6842,Census subdivision,56.2342,-117.2894,2432,2014,1088.4
Flin Flon,MB,4982,Census subdivision,54.7658,-101.8762,2433,2011,1346.6
Drayton Valley,AB,7235,Census subdivision,53.2214,-114.9767,2434,2012,1310.8
Duncan,BC,4944,Census subdivision,48.7787,-123.7079,2439,2009,1450
Kenora,ON,15096,Census subdivision,49.767,-94.4894,2440,2015,1113.9
St. Paul,AB,5827,Census subdivision,53.9911,-111.2953,2443,2015,1113.9
Quesnel,BC,23146,Census Agglomeration,52.9817,-122.4949,2444,2015,1113.9
Yorkton,SK,16343,Census subdivision,51.2174,-102.4739,2444,2012,1310.8
James Bay,ON,83257,Federal electoral district,53.083333,-80.58333,2451,2015,1113.9
Vanderhoof,BC,4439,Census subdivision,54.014,-124.013,2452,2011,1346.6
James Bay,ON,83257,Federal electoral district,53.083333,-80.58333,2453,2010,1493.7
Vegreville,AB,5708,,53.5052,-112.0621,2457,2014,1088.4
Amherst,NS,9413,Census subdivision,45.8167,-64.2167,2458,2010,1493.7
Fort Francis (Rainy River District),ON,20110,Census division,48.6099,-93.3955,2458,2014,1088.4
Timmins,ON,41788,Census subdivision,48.4758,-81.3305,2458,2008,1357.159959
Victoria County,NS,2567,Census subdivision,46.6312,-60.4209,2462,2010,1493.7
Carlyle,SK,1508,Census subdivision,49.634,-102.2671,2469,2015,1113.9
Wakaw,SK,922,Census subdivision,52.6489,-105.7401,2471,2009,1450
Carlyle,SK,1508,Census subdivision,49.634,-102.2671,2473,2013,1200.9
Saint John,NB,126202,CMA,45.2733,-66.0633,2479,2009,1450
Yarmouth,NS,6518,Census subdivision,43.8375,-66.1174,2480,2014,1088.4
Fort St. John,BC,20155,Census subdivision,56.2524,-120.8464,2481,2013,1200.9
Edson,AB,8414,Census subdivision,53.5855,-116.4429,2482,2011,1346.6
Burns Lake,BC,1779,Census subdivision,54.2334,-125.7636,2483,2014,1088.4
Burns Lake,BC,1779,Census subdivision,54.2334,-125.7636,2489,2013,1200.9
Peace River,AB,6842,Census subdivision,56.2342,-117.2894,2494,2010,1493.7
Red Deer,AB,100418,Census Agglomeration,52.2681,-113.8112,2499,2012,1310.8
Red Deer,AB,100418,Census Agglomeration,52.2681,-113.8112,2501,2010,1493.7
Lloydminster,AB,19645,Census subdivision,53.278,-110.0061,2502,2009,1450
Slave Lake,AB,6651,Census subdivision,55.2867,-114.7711,2507,2011,1346.6
Saint John,NB,126202,CMA,45.2733,-66.0633,2509,2010,1493.7
Yarmouth,NS,6518,Census subdivision,43.8375,-66.1174,2512,2009,1450
Carlyle,SK,1508,Census subdivision,49.634,-102.2671,2513,2014,1088.4
Whitecourt,AB,10204,Census subdivision,54.1424,-115.685,2515,2015,1113.9
Smiths Falls,ON,8780,,44.9037,-76.0216,2517,2012,1310.8
Broadview,SK,552,,50.3781,-102.5791,2519,2010,1493.7
Brooks,AB,14451,Census subdivision,50.566,-111.8992,2525,2010,1493.7
Vallee-de-la-Gatineau Region,QC,20182,Census division,46.533333,-76.05,2526,2014,1088.4
Broadview,SK,552,,50.3781,-102.5791,2529,2013,1200.9
Smithers,BC,5401,Census subdivision,54.7824,-127.1686,2532,2013,1200.9
Turtleford,SK,496,Census subdivision,53.388,-108.9584,2532,2013,1200.9
Athabasca,AB,2965,Census subdivision,54.7214,-113.2862,2533,2010,1493.7
Nipawin,SK,4401,Census subdivision,53.3624,-104.013,2533,2008,1357.159959
Vanderhoof,BC,4439,Census subdivision,54.014,-124.013,2533,2015,1113.9
Fort St. John,BC,20155,Census subdivision,56.2524,-120.8464,2534,2015,1113.9
Vallee-de-la-Gatineau Region,QC,20182,Census division,46.533333,-76.05,2541,2011,1346.6
Port Alberni,BC,17678,Census subdivision,49.2339,-124.8055,2547,2010,1493.7
Hawkesbury,ON,10263,Census subdivision,45.6071,-74.6042,2553,2012,1310.8
Lloydminster,AB,19645,Census subdivision,53.278,-110.0061,2557,2010,1493.7
Fort St. John,BC,20155,Census subdivision,56.2524,-120.8464,2560,2014,1088.4
Bonnyville,AB,5417,Census subdivision,54.2682,-110.72,2561,2013,1200.9
Duncan,BC,4944,Census subdivision,48.7787,-123.7079,2561,2010,1493.7
Drumheller,AB,7982,Census subdivision,51.4652,-112.7105,2567,2010,1493.7
Edson,AB,8414,Census subdivision,53.5855,-116.4429,2568,2008,1357.159959
Drayton Valley,AB,7235,Census subdivision,53.2214,-114.9767,2571,2009,1450
