,Country_Residence,Origin,Year,Count
7571,Canada,Albania,2013,2
7572,Canada,Azerbaijan,2013,1
7573,Canada,Bhutan,2013,478
7574,Canada,Burundi,2013,66
7575,Canada,Côte d'Ivoire,2013,8
7576,Canada,Cambodia,2013,5
7577,Canada,Cameroon,2013,2
7578,Canada,Central African Rep.,2013,148
7579,Canada,Chad,2013,21
7580,Canada,China,2013,5
7581,Canada,Colombia,2013,312
7582,Canada,Congo,2013,3
7583,Canada,Cuba,2013,26
7584,Canada,Dem. Rep. of the Congo,2013,1323
7585,Canada,Djibouti,2013,4
7586,Canada,Dominican Rep.,2013,1
7587,Canada,Ecuador,2013,5
7588,Canada,Egypt,2013,39
7589,Canada,Equatorial Guinea,2013,9
7590,Canada,Eritrea,2013,1361
7591,Canada,Ethiopia,2013,805
7592,Canada,Greece,2013,7
7593,Canada,Guatemala,2013,3
7594,Canada,Haiti,2013,84
7595,Canada,India,2013,7
7596,Canada,Indonesia,2013,1
7597,Canada,Iran (Islamic Rep. of),2013,677
7598,Canada,Iraq,2013,3394
7599,Canada,Israel,2013,6
7600,Canada,Italy,2013,1
7601,Canada,Jordan,2013,6
7602,Canada,Kazakhstan,2013,1
7603,Canada,Kenya,2013,10
7604,Canada,Kuwait,2013,2
7605,Canada,Lebanon,2013,18
7606,Canada,Liberia,2013,11
7607,Canada,Libya,2013,11
7608,Canada,Mexico,2013,2
7609,Canada,Morocco,2013,3
7610,Canada,Myanmar,2013,215
7611,Canada,Nicaragua,2013,1
7612,Canada,Nigeria,2013,3
7613,Canada,Oman,2013,1
7614,Canada,Pakistan,2013,101
7615,Canada,Palestinian,2013,16
7616,Canada,Russian Federation,2013,1
7617,Canada,Rwanda,2013,96
7618,Canada,Saudi Arabia,2013,4
7619,Canada,Sierra Leone,2013,15
7620,Canada,Somalia,2013,1457
7621,Canada,South Africa,2013,3
7622,Canada,Sri Lanka,2013,42
7623,Canada,Stateless,2013,62
7624,Canada,Sudan,2013,87
7625,Canada,Syrian Arab Rep.,2013,45
7626,Canada,Thailand,2013,1
7627,Canada,Togo,2013,1
7628,Canada,Tunisia,2013,2
7629,Canada,Turkey,2013,16
7630,Canada,Uganda,2013,16
7631,Canada,Ukraine,2013,2
7632,Canada,United Rep. of Tanzania,2013,1
7633,Canada,United States of America,2013,1
7634,Canada,Various/unknown,2013,27
7635,Canada,Venezuela (Bolivarian Republic of),2013,1
7636,Canada,Yemen,2013,11
7637,Canada,Zambia,2013,2
7638,Canada,Zimbabwe,2013,3
7932,Canada,Afghanistan,2014,642
7933,Canada,Algeria,2014,1
7934,Canada,Bangladesh,2014,4
7935,Canada,Bhutan,2014,352
7936,Canada,Burundi,2014,256
7937,Canada,Côte d'Ivoire,2014,37
7938,Canada,Cameroon,2014,6
7939,Canada,Central African Rep.,2014,109
7940,Canada,Chad,2014,10
7941,Canada,China,2014,15
7942,Canada,Colombia,2014,204
7943,Canada,Congo,2014,2
7944,Canada,Cuba,2014,23
7945,Canada,Dem. Rep. of the Congo,2014,1066
7946,Canada,Ecuador,2014,6
7947,Canada,Egypt,2014,34
7948,Canada,Eritrea,2014,1602
7949,Canada,Ethiopia,2014,603
7950,Canada,Ghana,2014,1
7951,Canada,Greece,2014,2
7952,Canada,Guinea,2014,1
7953,Canada,India,2014,18
7954,Canada,Indonesia,2014,1
7955,Canada,Iran (Islamic Rep. of),2014,1080
7956,Canada,Iraq,2014,2772
7957,Canada,Israel,2014,3
7958,Canada,Jamaica,2014,1
7959,Canada,Jordan,2014,9
7960,Canada,Kenya,2014,11
7961,Canada,Kuwait,2014,1
7962,Canada,Lebanon,2014,55
7963,Canada,Liberia,2014,10
7964,Canada,Libya,2014,6
7965,Canada,Malaysia,2014,6
7966,Canada,Mauritania,2014,2
7967,Canada,Morocco,2014,6
7968,Canada,Myanmar,2014,388
7969,Canada,Namibia,2014,2
7970,Canada,Nepal,2014,16
7971,Canada,Pakistan,2014,160
7972,Canada,Palestinian,2014,24
7973,Canada,Philippines,2014,4
7974,Canada,Russian Federation,2014,7
7975,Canada,Rwanda,2014,66
7976,Canada,Saint Lucia,2014,1
7977,Canada,Saudi Arabia,2014,3
7978,Canada,Senegal,2014,2
7979,Canada,Serbia and Kosovo: S/RES/1244 (1999),2014,10
7980,Canada,Sierra Leone,2014,18
7981,Canada,Somalia,2014,1051
7982,Canada,South Africa,2014,3
7983,Canada,South Sudan,2014,21
7984,Canada,Sri Lanka,2014,25
7985,Canada,Stateless,2014,193
7986,Canada,Sudan,2014,166
7987,Canada,Syrian Arab Rep.,2014,1083
7988,Canada,Togo,2014,10
7989,Canada,Turkey,2014,4
7990,Canada,Uganda,2014,13
7991,Canada,United Kingdom of Great Britain and Northern Ireland,2014,2
7992,Canada,United Rep. of Tanzania,2014,1
7993,Canada,Uruguay,2014,1
7994,Canada,Uzbekistan,2014,1
7995,Canada,Viet Nam,2014,27
7996,Canada,Yemen,2014,10
7997,Canada,Zambia,2014,2
7998,Canada,Zimbabwe,2014,6
8313,Canada,Afghanistan,2015,1305
8314,Canada,Albania,2015,1
8315,Canada,Armenia,2015,4
8316,Canada,Azerbaijan,2015,2
8317,Canada,Bangladesh,2015,1
8318,Canada,Bhutan,2015,374
8319,Canada,Botswana,2015,2
8320,Canada,Brunei Darussalam,2015,1
8321,Canada,Burkina Faso,2015,3
8322,Canada,Burundi,2015,458
8323,Canada,Côte d'Ivoire,2015,155
8324,Canada,Cambodia,2015,1
8325,Canada,Cameroon,2015,6
8326,Canada,Central African Rep.,2015,432
8327,Canada,Chad,2015,30
8328,Canada,China,2015,16
8329,Canada,Colombia,2015,164
8330,Canada,Congo,2015,1
8331,Canada,Cuba,2015,7
8332,Canada,Cyprus,2015,3
8333,Canada,Dem. Rep. of the Congo,2015,813
8334,Canada,Ecuador,2015,5
8335,Canada,Egypt,2015,71
8336,Canada,Eritrea,2015,1702
8337,Canada,Ethiopia,2015,423
8338,Canada,Gambia,2015,9
8339,Canada,Guinea,2015,5
8340,Canada,India,2015,30
8341,Canada,Indonesia,2015,1
8342,Canada,Iran (Islamic Rep. of),2015,420
8343,Canada,Iraq,2015,2866
8344,Canada,Israel,2015,3
8345,Canada,Jamaica,2015,2
8346,Canada,Japan,2015,1
8347,Canada,Jordan,2015,26
8348,Canada,Kenya,2015,3
8349,Canada,Kuwait,2015,3
8350,Canada,Latvia,2015,1
8351,Canada,Lebanon,2015,48
8352,Canada,Liberia,2015,125
8353,Canada,Libya,2015,2
8354,Canada,Lithuania,2015,1
8355,Canada,Malawi,2015,1
8356,Canada,Maldives,2015,2
8357,Canada,Mali,2015,1
8358,Canada,Mauritania,2015,9
8359,Canada,Morocco,2015,2
8360,Canada,Myanmar,2015,367
8361,Canada,Namibia,2015,4
8362,Canada,Nepal,2015,18
8363,Canada,Nigeria,2015,6
8364,Canada,Pakistan,2015,447
8365,Canada,Palestinian,2015,68
8366,Canada,Philippines,2015,20
8367,Canada,Rep. of Moldova,2015,2
8368,Canada,Russian Federation,2015,8
8369,Canada,Rwanda,2015,88
8370,Canada,Saint Kitts and Nevis,2015,1
8371,Canada,Saudi Arabia,2015,3
8372,Canada,Senegal,2015,12
8373,Canada,Sierra Leone,2015,68
8374,Canada,Somalia,2015,696
8375,Canada,South Africa,2015,5
8376,Canada,South Sudan,2015,40
8377,Canada,Spain,2015,1
8378,Canada,Sri Lanka,2015,14
8379,Canada,Stateless,2015,461
8380,Canada,Sudan,2015,141
8381,Canada,Sweden,2015,1
8382,Canada,Syrian Arab Rep.,2015,7924
8383,Canada,Tajikistan,2015,6
8384,Canada,Thailand,2015,5
8385,Canada,Turkey,2015,4
8386,Canada,Uganda,2015,6
8387,Canada,Ukraine,2015,4
8388,Canada,United Arab Emirates,2015,1
8389,Canada,United Kingdom of Great Britain and Northern Ireland,2015,2
8390,Canada,United Rep. of Tanzania,2015,8
8391,Canada,United States of America,2015,3
8392,Canada,Uzbekistan,2015,5
8393,Canada,Various/unknown,2015,6
8394,Canada,Viet Nam,2015,16
8395,Canada,Yemen,2015,8
8733,Canada,Afghanistan,2016,1354
8734,Canada,Angola,2016,6
8735,Canada,United Arab Emirates,2016,0
8736,Canada,Armenia,2016,7
8737,Canada,Azerbaijan,2016,0
8738,Canada,Burundi,2016,218
8739,Canada,Burkina Faso,2016,0
8740,Canada,Bahrain,2016,0
8741,Canada,Brunei Darussalam,2016,0
8742,Canada,Bhutan,2016,106
8743,Canada,Botswana,2016,0
8744,Canada,Central African Rep.,2016,76
8745,Canada,Switzerland,2016,0
8746,Canada,China,2016,22
8747,Canada,Côte d'Ivoire,2016,152
8748,Canada,Cameroon,2016,0
8749,Canada,Dem. Rep. of the Congo,2016,1644
8750,Canada,Congo,2016,11
8751,Canada,Colombia,2016,178
8752,Canada,Cuba,2016,0
8753,Canada,Djibouti,2016,0
8754,Canada,Ecuador,2016,11
8755,Canada,Egypt,2016,134
8756,Canada,Eritrea,2016,3934
8757,Canada,Estonia,2016,0
8758,Canada,Ethiopia,2016,725
8759,Canada,Ghana,2016,5
8760,Canada,Guinea,2016,0
8761,Canada,Gambia,2016,17
8762,Canada,Haiti,2016,0
8763,Canada,India,2016,12
8764,Canada,Iran (Islamic Rep. of),2016,248
8765,Canada,Iraq,2016,1650
8766,Canada,Israel,2016,0
8767,Canada,Jordan,2016,43
8768,Canada,Kenya,2016,0
8769,Canada,Kyrgyzstan,2016,0
8770,Canada,Cambodia,2016,7
8771,Canada,Lebanon,2016,100
8772,Canada,Liberia,2016,114
8773,Canada,Sri Lanka,2016,9
8774,Canada,Morocco,2016,0
8775,Canada,Myanmar,2016,368
8776,Canada,Namibia,2016,0
8777,Canada,Nepal,2016,8
8778,Canada,Pakistan,2016,226
8779,Canada,Philippines,2016,0
8780,Canada,Palestinian,2016,129
8781,Canada,Qatar,2016,0
8782,Canada,Russian Federation,2016,0
8783,Canada,Rwanda,2016,90
8784,Canada,Saudi Arabia,2016,0
8785,Canada,Sudan,2016,190
8786,Canada,Senegal,2016,18
8787,Canada,Sierra Leone,2016,43
8788,Canada,Somalia,2016,902
8789,Canada,South Sudan,2016,65
8790,Canada,Stateless,2016,431
8791,Canada,Swaziland,2016,0
8792,Canada,Syrian Arab Rep.,2016,33266
8793,Canada,Chad,2016,12
8794,Canada,Togo,2016,8
8795,Canada,Thailand,2016,6
8796,Canada,Turkey,2016,10
8797,Canada,United Rep. of Tanzania,2016,0
8798,Canada,Uganda,2016,9
8799,Canada,Ukraine,2016,0
8800,Canada,United States of America,2016,9
8801,Canada,Various/unknown,2016,57
8802,Canada,Yemen,2016,6
8803,Canada,South Africa,2016,10
8804,Canada,Zimbabwe,2016,0
