,Award Year,Theme,Funding Org:Name,Recipient Org:Name,Amount Awarded
12823,2005,Sports,The Big Lottery Fund,MPM Centre of Excellence,2191.0
12824,2005,Sports,The Big Lottery Fund,Malet Lambert School Language College,3282.0
12825,2005,Sports,The Big Lottery Fund,Mallard Fencing Club,3856.0
12826,2005,Sports,The Big Lottery Fund,Maltby Manor Junior School,4877.0
12827,2005,Sports,The Big Lottery Fund,Malvern Special Families,5000.0
12828,2005,Sports,The Big Lottery Fund,Manchester Bangladeshi Women's Project,90606.0
12829,2005,Sports,The Big Lottery Fund,Manchester City Council,959000.0
12830,2005,Sports,The Big Lottery Fund,Mandeville Primary School,4400.0
12831,2005,Sports,The Big Lottery Fund,Mandeville School,112461.0
12832,2005,Sports,The Big Lottery Fund,Manningham Community Development CentreLtd,4125.0
12833,2005,Sports,The Big Lottery Fund,Manningham Mills Cricket Club,5000.0
12834,2005,Sports,The Big Lottery Fund,Manor Park Management Football Club,4400.0
12835,2005,Sports,The Big Lottery Fund,Manor Sports College (Raunds),94950.0
12836,2005,Sports,The Big Lottery Fund,Mapperley Sports Village Community Basketball Club,4980.0
12837,2005,Sports,The Big Lottery Fund,Marble Hill Playcentres,5000.0
12838,2005,Sports,The Big Lottery Fund,"Marden High School - A Specialist Maths, Science and Media Arts College",4140.0
12839,2005,Sports,The Big Lottery Fund,Mark Hall School,5000.0
12840,2005,Sports,The Big Lottery Fund,Market Field Special School,5000.0
12841,2005,Sports,The Big Lottery Fund,Maroons Youth Basketball Club,5000.0
12842,2005,Sports,The Big Lottery Fund,Matfen Parish Council,4029.0
12843,2005,Sports,The Big Lottery Fund,Matthew Moss High School,4800.0
12844,2005,Sports,The Big Lottery Fund,McQuillan GAC Ballycastle,5000.0
12845,2005,Sports,The Big Lottery Fund,Meadowhead School,2841.0
12846,2005,Sports,The Big Lottery Fund,Meadows County Combined School,5000.0
12847,2005,Sports,The Big Lottery Fund,Merseyside Nighthawks American Football Organisation,5000.0
12848,2005,Sports,The Big Lottery Fund,Merseyside Panathlon Association,3869.0
12849,2005,Sports,The Big Lottery Fund,Merthyr Phab Club,5000.0
12850,2005,Sports,The Big Lottery Fund,Messingham Memorial Playing Field Association,5000.0
12851,2005,Sports,The Big Lottery Fund,Metropolitan Borough of Wirral,679989.0
12852,2005,Sports,The Big Lottery Fund,Michael Drayton Junior School,2555.0
12853,2005,Sports,The Big Lottery Fund,Mick's Garage,2320.0
12854,2005,Sports,The Big Lottery Fund,Middlesbrough Council,111097.0
12855,2005,Sports,The Big Lottery Fund,Midlothian Council,188949.0
12856,2005,Sports,The Big Lottery Fund,Mill Hill Village Sports Club,4700.0
12857,2005,Sports,The Big Lottery Fund,Millennium Phab Club,5000.0
12858,2005,Sports,The Big Lottery Fund,Milton Keynes Victors Amateur Boxing Club,5000.0
12859,2005,Sports,The Big Lottery Fund,Minchinhampton Youth Club,4900.0
12860,2005,Sports,The Big Lottery Fund,Minority ethnic community Sports Association NW,4500.0
12861,2005,Sports,The Big Lottery Fund,Mochrum Fishing Club,5000.0
12862,2005,Sports,The Big Lottery Fund,Model Primary School Londonderry,5000.0
12863,2005,Sports,The Big Lottery Fund,Moreton Community School,4594.0
12864,2005,Sports,The Big Lottery Fund,Mount St Catherine's Primary School,3400.0
12865,2005,Sports,The Big Lottery Fund,Mount Tamar School,5000.0
12866,2005,Sports,The Big Lottery Fund,Mounts Bay School and Community Sports College,4790.0
12867,2005,Sports,The Big Lottery Fund,Moving On,25828.0
12868,2005,Sports,The Big Lottery Fund,Muir of Ord and District Community Association,5000.0
12869,2005,Sports,The Big Lottery Fund,Multi Activity Sports Club,4990.0
12870,2005,Sports,The Big Lottery Fund,Nacton Community Council,5000.0
12871,2005,Sports,The Big Lottery Fund,Nairn Disability Sport,1500.0
12872,2005,Sports,The Big Lottery Fund,New Galloway Golf Club,5000.0
12873,2005,Sports,The Big Lottery Fund,New Latchingdon Youth Football Club,5000.0
12874,2005,Sports,The Big Lottery Fund,"Newall Green Parents, Friends and Community Association",5000.0
12875,2005,Sports,The Big Lottery Fund,Newbuildings Community and Environmental Association,1670.0
12876,2005,Sports,The Big Lottery Fund,Newcastle City Council,38000.0
12877,2005,Sports,The Big Lottery Fund,Newcastle Medicals Badminton Club,5000.0
12878,2005,Sports,The Big Lottery Fund,Newry and Mourne Health and Social Services Trust,29654.0
12879,2005,Sports,The Big Lottery Fund,Newton Stewart Indoor Bowling Club,1500.0
12880,2005,Sports,The Big Lottery Fund,Newtown Out of School Club,1700.0
12881,2005,Sports,The Big Lottery Fund,Night Flyers Trampoline Club,5000.0
12882,2005,Sports,The Big Lottery Fund,No Limits Club,5000.0
12883,2005,Sports,The Big Lottery Fund,Non Embarrassing Integration (NEI),5000.0
12884,2005,Sports,The Big Lottery Fund,Norfolk County Council,614091.0
12885,2005,Sports,The Big Lottery Fund,Norfolk Gliding Club Limited,5000.0
12886,2005,Sports,The Big Lottery Fund,North Ayrshire Council,343457.0
12887,2005,Sports,The Big Lottery Fund,North Belfast Play Forum,1000.0
12888,2005,Sports,The Big Lottery Fund,North Belfast Sports Forum,30000.0
12889,2005,Sports,The Big Lottery Fund,North Coast Integrated College Limited,4910.0
12890,2005,Sports,The Big Lottery Fund,North East Lincolnshire Council,39672.0
12891,2005,Sports,The Big Lottery Fund,North East Lincs Middle Route Flying Club,4936.0
12892,2005,Sports,The Big Lottery Fund,North Eastern Education and Library Board,1448712.0
12893,2005,Sports,The Big Lottery Fund,North Edinburgh Childcare,30000.0
12894,2005,Sports,The Big Lottery Fund,North End Young Peoples Project,4686.0
12895,2005,Sports,The Big Lottery Fund,North Lincolnshire Council,76656.0
12896,2005,Sports,The Big Lottery Fund,North Lincolnshire and Humberside Sailing Club,5000.0
12897,2005,Sports,The Big Lottery Fund,North Meols Nifty 50's Sports Club,4895.0
12898,2005,Sports,The Big Lottery Fund,North Yorkshire County Council,135500.0
12899,2005,Sports,The Big Lottery Fund,North and West Belfast Health and Social Services Trust,24505.0
12900,2005,Sports,The Big Lottery Fund,Northampton Academy,157428.0
12901,2005,Sports,The Big Lottery Fund,Northamptonshire County Council,75000.0
12902,2005,Sports,The Big Lottery Fund,Northamptonshire Knights Scout Fellowship,4785.0
12903,2005,Sports,The Big Lottery Fund,Northburn Wanderers Football Club,1095.0
12904,2005,Sports,The Big Lottery Fund,Northern Ireland Council on Ageing,75977.0
12905,2005,Sports,The Big Lottery Fund,Northfield Life Saving Club,4211.0
12906,2005,Sports,The Big Lottery Fund,Northside Athletic FC.,3800.0
12907,2005,Sports,The Big Lottery Fund,Northumberland County Council,24634.0
12908,2005,Sports,The Big Lottery Fund,Norwich Synchronised Swimming Club,2290.0
12909,2005,Sports,The Big Lottery Fund,Notre Dame High School,1876.0
12910,2005,Sports,The Big Lottery Fund,Nottinghamshire County Council,627548.0
12911,2005,Sports,The Big Lottery Fund,Nuneaton Golf Club Ladies Section,2975.0
12912,2005,Sports,The Big Lottery Fund,Nuneaton Khalifa Sports Club,5000.0
12913,2005,Sports,The Big Lottery Fund,Nunsthorpe and Bradley Park Development Foundation,4828.0
12914,2005,Sports,The Big Lottery Fund,OPRA Ltd,225170.0
12915,2005,Sports,The Big Lottery Fund,Oak Cottage Primary School PTA,5000.0
12916,2005,Sports,The Big Lottery Fund,Oakamoor Bowling Group,5000.0
12917,2005,Sports,The Big Lottery Fund,Oakland Junior School,3296.0
12918,2005,Sports,The Big Lottery Fund,Oaklands School,4860.0
12919,2005,Sports,The Big Lottery Fund,Oakwood Sports Club (OSC),5000.0
12920,2005,Sports,The Big Lottery Fund,Old Bromleians Football Club,4936.0
12921,2005,Sports,The Big Lottery Fund,Old Goole Youth Centre,5000.0
12922,2005,Sports,The Big Lottery Fund,Oldbury College of Sport,189189.0
12923,2005,Sports,The Big Lottery Fund,Oldham Greenhill Community Sports Club,4999.0
12924,2005,Sports,The Big Lottery Fund,Oldham Metropolitan Borough Council,22045.0
12925,2005,Sports,The Big Lottery Fund,Olveston & Tockington Tennis Club,5000.0
12926,2005,Sports,The Big Lottery Fund,Omagh Methodist Church Bowling Club,1000.0
12927,2005,Sports,The Big Lottery Fund,One Plus: One Parent Families,123914.0
12928,2005,Sports,The Big Lottery Fund,Orchard Social Club for Visually Impaired People,3602.0
12929,2005,Sports,The Big Lottery Fund,Orkney Islands Council,51500.0
12930,2005,Sports,The Big Lottery Fund,Orkney Islands Sea Angling Association,1405.0
12931,2005,Sports,The Big Lottery Fund,Orritor Primary School,4242.0
12932,2005,Sports,The Big Lottery Fund,Oswestry Team Tennis (OTT),5000.0
12933,2005,Sports,The Big Lottery Fund,Our Lady of Lourdes Catholic Primary School,5000.0
12934,2005,Sports,The Big Lottery Fund,Our Lady of Lourdes Roman Catholic School,4978.0
12935,2005,Sports,The Big Lottery Fund,Our Lady of Lourdes School,81574.0
12936,2005,Sports,The Big Lottery Fund,Our Lady of Mount Carmel School,5000.0
12937,2005,Sports,The Big Lottery Fund,Our Lady of Walsingham Catholic Junior School,3435.0
12938,2005,Sports,The Big Lottery Fund,Our Lady's Catholic High School,113596.0
12939,2005,Sports,The Big Lottery Fund,Our Ladys Primary School Tullysaran,3070.0
12940,2005,Sports,The Big Lottery Fund,Out of School Hours Learning Houghton Regis,5000.0
12941,2005,Sports,The Big Lottery Fund,Outreach 3 Way,1832.0
12942,2005,Sports,The Big Lottery Fund,Over Kellet Indoor Bowling Club,2840.0
12943,2005,Sports,The Big Lottery Fund,Overchurch Junior School,5000.0
12944,2005,Sports,The Big Lottery Fund,Oxfordshire Outdoor Learning Trust,5000.0
12945,2005,Sports,The Big Lottery Fund,Oxfordshire Playbus,134758.0
12946,2005,Sports,The Big Lottery Fund,Oxshott Village Sports Club,5000.0
12947,2005,Sports,The Big Lottery Fund,P.W. Colts Youth Football Club,750.0
12948,2005,Sports,The Big Lottery Fund,PACE (Physical Activities Club in Ealing),5000.0
12949,2005,Sports,The Big Lottery Fund,PCC of All Hallows Bromley by Bow,3533.0
12950,2005,Sports,The Big Lottery Fund,PCC of St Peter's Church Bexhill,3925.0
12951,2005,Sports,The Big Lottery Fund,PHAB North Kirklees,4900.0
12952,2005,Sports,The Big Lottery Fund,Parents and Friends of the Sacred Heart Primary School,5000.0
12953,2005,Sports,The Big Lottery Fund,Park Hall Academy,429423.0
12954,2005,Sports,The Big Lottery Fund,Park Junior Football Club (Long Buckby),1081.0
12955,2005,Sports,The Big Lottery Fund,Partnership for Active Leisure Scheme,5000.0
12956,2005,Sports,The Big Lottery Fund,Passport to Sport Multi-Sports Club Central,4956.0
12957,2005,Sports,The Big Lottery Fund,Patcham High School,3894.0
12958,2005,Sports,The Big Lottery Fund,Patrician Youth Centre,5000.0
12959,2005,Sports,The Big Lottery Fund,Pebble Brook Primary School,3647.0
12960,2005,Sports,The Big Lottery Fund,Pegasus Childcare Centre,1620.0
12961,2005,Sports,The Big Lottery Fund,Pegasus Playscheme,5000.0
12962,2005,Sports,The Big Lottery Fund,Pemberton Bowling Club,5000.0
12963,2005,Sports,The Big Lottery Fund,Pendle Vale College,212899.0
12964,2005,Sports,The Big Lottery Fund,Penninghame Primary School,1600.0
12965,2005,Sports,The Big Lottery Fund,Penns Primary School,4834.0
12966,2005,Sports,The Big Lottery Fund,"Penrose School Parents', Teachers' and Friends' Association",5000.0
12967,2005,Sports,The Big Lottery Fund,Pensby High School for Boys,99929.0
12968,2005,Sports,The Big Lottery Fund,Peterborough Bhat Sikh Association,4800.0
12969,2005,Sports,The Big Lottery Fund,Peterborough City Council,186199.0
12970,2005,Sports,The Big Lottery Fund,Pinda Kai Do School of Martial Arts,4550.0
12971,2005,Sports,The Big Lottery Fund,Pinner Albion Football Club,4764.0
12972,2005,Sports,The Big Lottery Fund,Playcentre at Kelbourne Street,5000.0
12973,2005,Sports,The Big Lottery Fund,Plymouth City Council,290000.0
12974,2005,Sports,The Big Lottery Fund,Plymstock Central Sports Association,5000.0
12975,2005,Sports,The Big Lottery Fund,Plymstock School (Plymouth LEA),170910.0
12976,2005,Sports,The Big Lottery Fund,Polonia Volleyball Club,5000.0
12977,2005,Sports,The Big Lottery Fund,Pontesbury Bowling Club,3622.0
12978,2005,Sports,The Big Lottery Fund,Port Isaac Sports and Recreation Project,2807.0
12979,2005,Sports,The Big Lottery Fund,Portchester School,170910.0
12980,2005,Sports,The Big Lottery Fund,Portland College,5000.0
12981,2005,Sports,The Big Lottery Fund,Pott Row First School,4452.0
12982,2005,Sports,The Big Lottery Fund,Pressure Off Parents,4983.0
12983,2005,Sports,The Big Lottery Fund,Preston Muslim Forum Limited,144080.0
12984,2005,Sports,The Big Lottery Fund,Preston Pakistan Cultural Society,4976.0
12985,2005,Sports,The Big Lottery Fund,Princess Frederica C of E Primary School,3740.0
12986,2005,Sports,The Big Lottery Fund,Priory School,7273.0
12987,2005,Sports,The Big Lottery Fund,Pro Active Community Endeavour,4333.0
12988,2005,Sports,The Big Lottery Fund,Purleigh Playing Field Association,5000.0
12989,2005,Sports,The Big Lottery Fund,Queen Elizabeth School and Sports College,246870.0
12990,2005,Sports,The Big Lottery Fund,Queen Elizabeth's School,150129.0
12991,2005,Sports,The Big Lottery Fund,Queen's Park Bowling and Tennis Club,5000.0
12992,2005,Sports,The Big Lottery Fund,Queens' School,170787.0
12993,2005,Sports,The Big Lottery Fund,Raich Carter Sports Centre,3000.0
12994,2005,Sports,The Big Lottery Fund,Ravenstonedale Tennis Club,5000.0
12995,2005,Sports,The Big Lottery Fund,Raw Zone Bridgnorth Bullets Basketball Club,4184.0
12996,2005,Sports,The Big Lottery Fund,Redborne Upper School,225839.0
12997,2005,Sports,The Big Lottery Fund,Redbridge Community School,132930.0
12998,2005,Sports,The Big Lottery Fund,Redcar & Cleveland Borough Council,470162.0
12999,2005,Sports,The Big Lottery Fund,Redcar Judo Club,780.0
13000,2005,Sports,The Big Lottery Fund,Reedley Primary School,4700.0
13001,2005,Sports,The Big Lottery Fund,Renfrewshire Council Education & Leisure Services,629884.0
13002,2005,Sports,The Big Lottery Fund,Revoe Community Primary School,4933.0
13003,2005,Sports,The Big Lottery Fund,Ribble Valley Visually Impaired Group,509.0
13004,2005,Sports,The Big Lottery Fund,Rickmansworth School,5000.0
13005,2005,Sports,The Big Lottery Fund,Ridgeway Memorial Community and Sports Centre,5000.0
13006,2005,Sports,The Big Lottery Fund,Rochford Casuals Hockey Club,3936.0
13007,2005,Sports,The Big Lottery Fund,Rock Millennium Green,950.0
13008,2005,Sports,The Big Lottery Fund,Rockcliffe Bowling and Tennis Club,2399.0
13009,2005,Sports,The Big Lottery Fund,Rockets,3000.0
13010,2005,Sports,The Big Lottery Fund,Rockets Canoe Club,5000.0
13011,2005,Sports,The Big Lottery Fund,Roman Hill Primary School,1844.0
13012,2005,Sports,The Big Lottery Fund,Romford Hockey Club,4990.0
13013,2005,Sports,The Big Lottery Fund,Ronin Karate Club,5000.0
13014,2005,Sports,The Big Lottery Fund,Rose Hill Primary School,5000.0
13015,2005,Sports,The Big Lottery Fund,Roseberry College & Sixth Form,56970.0
13016,2005,Sports,The Big Lottery Fund,Rosedale Youth Club,5000.0
13017,2005,Sports,The Big Lottery Fund,Rosehill Friends,3701.0
13018,2005,Sports,The Big Lottery Fund,Ross & Cromarty Sports Council,500.0
13019,2005,Sports,The Big Lottery Fund,Ross + District Community Development Group,2000.0
13020,2005,Sports,The Big Lottery Fund,Rother Community Sports Action Group,3500.0
13021,2005,Sports,The Big Lottery Fund,Rotherham Yemeni Community Association,4228.0
13022,2005,Sports,The Big Lottery Fund,Rothley Sports and Social Club,4967.0
13023,2005,Sports,The Big Lottery Fund,Rotunda Amateur Boxing Club,5000.0
13024,2005,Sports,The Big Lottery Fund,Rowlett Community Primary School,4880.0
13025,2005,Sports,The Big Lottery Fund,Royal Borough of Greenwich,62192.0
13026,2005,Sports,The Big Lottery Fund,Royal Borough of Windsor and Maidenhead,50000.0
13027,2005,Sports,The Big Lottery Fund,Royal British Legion Bowl Club Dagenham,3576.0
13028,2005,Sports,The Big Lottery Fund,Royal Mencap Society,29694.0
13029,2005,Sports,The Big Lottery Fund,Rutland Walk Sports and Social Club,4998.0
13030,2005,Sports,The Big Lottery Fund,SELB,546100.0
13031,2005,Sports,The Big Lottery Fund,SHU East District Ltd,4986.0
13032,2005,Sports,The Big Lottery Fund,SID,5000.0
13033,2005,Sports,The Big Lottery Fund,SK8 WAY,5000.0
13034,2005,Sports,The Big Lottery Fund,SR Health and Boxing Club,3000.0
13035,2005,Sports,The Big Lottery Fund,Sabina Netball Club,4709.0
13036,2005,Sports,The Big Lottery Fund,Sacred Heart Catholic Primary School,5000.0
13037,2005,Sports,The Big Lottery Fund,Sacred Heart Primary School,81403.0
13038,2005,Sports,The Big Lottery Fund,Sacriston Community & Sports Trust,300000.0
13039,2005,Sports,The Big Lottery Fund,Salford City Council,2167590.0
13040,2005,Sports,The Big Lottery Fund,Saltburn Cricket Bowls and Tennis Club,4959.0
13041,2005,Sports,The Big Lottery Fund,Saltley Cricket Club Birmingham,2417.0
13042,2005,Sports,The Big Lottery Fund,Sandwich Lawn Tennis Club,3269.0
13043,2005,Sports,The Big Lottery Fund,Sawley Community Sports Action Group,5000.0
13044,2005,Sports,The Big Lottery Fund,Scammonden Water Sailing Club,5000.0
13045,2005,Sports,The Big Lottery Fund,Scottish Canoe Slalom Youth Development Squad,4500.0
13046,2005,Sports,The Big Lottery Fund,Scottish Deaf Squash Association (SDSA),5000.0
13047,2005,Sports,The Big Lottery Fund,Scottish Ethnic Minority Sports Association (SEMSA),5000.0
13048,2005,Sports,The Big Lottery Fund,Scottish Gliding Union - Walking on Air,5000.0
13049,2005,Sports,The Big Lottery Fund,Scottish Junior Alpine Development Group,5000.0
13050,2005,Sports,The Big Lottery Fund,Scubanaut Diving Club,1690.0
13051,2005,Sports,The Big Lottery Fund,Seacourt Fencing Club,4828.0
13052,2005,Sports,The Big Lottery Fund,Seahouses Outdoor Bowling Club,4900.0
13053,2005,Sports,The Big Lottery Fund,Sefton Gunners,5000.0
13054,2005,Sports,The Big Lottery Fund,Sefton Sports Council,4970.0
13055,2005,Sports,The Big Lottery Fund,Sele School,4977.0
13056,2005,Sports,The Big Lottery Fund,Setanta Water Polo Club,1000.0
13057,2005,Sports,The Big Lottery Fund,Seven Kings Kindergarten,4560.0
13058,2005,Sports,The Big Lottery Fund,Seymour Sports Club,5000.0
13059,2005,Sports,The Big Lottery Fund,Shackleton Primary School,2628.0
13060,2005,Sports,The Big Lottery Fund,Shantallow East Children's Support Group,4991.0
13061,2005,Sports,The Big Lottery Fund,Shardlow Village Hall,5000.0
13062,2005,Sports,The Big Lottery Fund,Sharley Park Bowls Club,460.0
13063,2005,Sports,The Big Lottery Fund,Sheffield Canoe Club,5000.0
13064,2005,Sports,The Big Lottery Fund,Sheffield City Council,505000.0
13065,2005,Sports,The Big Lottery Fund,Sheffield Vets Basketball Club,4500.0
13066,2005,Sports,The Big Lottery Fund,Shefford Netball Club,4908.0
13067,2005,Sports,The Big Lottery Fund,Sherburn Scout and Guiding Association,4750.0
13068,2005,Sports,The Big Lottery Fund,Shetland Islands Council,105942.0
13069,2005,Sports,The Big Lottery Fund,Shevington Youth Club,2973.0
13070,2005,Sports,The Big Lottery Fund,Shout About It,5000.0
13071,2005,Sports,The Big Lottery Fund,Shrewsbury Basketball Club,4340.0
13072,2005,Sports,The Big Lottery Fund,Shropshire Paddlesports,4900.0
13073,2005,Sports,The Big Lottery Fund,Sibton Park Cricket Club,5000.0
13074,2005,Sports,The Big Lottery Fund,Sidley Playscene,2308.0
13075,2005,Sports,The Big Lottery Fund,Silent World Productions,5000.0
13076,2005,Sports,The Big Lottery Fund,Silver Star Sports,3383.0
13077,2005,Sports,The Big Lottery Fund,Sir James Smiths Community School,5000.0
13078,2005,Sports,The Big Lottery Fund,Skegness Cricket Club,3177.0
13079,2005,Sports,The Big Lottery Fund,Skegness Grammar School,132894.0
13080,2005,Sports,The Big Lottery Fund,Skelmersdale Police Amateur Boxing Club,4822.0
13081,2005,Sports,The Big Lottery Fund,Sleights Sports Field Management Committee,4900.0
13082,2005,Sports,The Big Lottery Fund,Slough Crossroads - Caring for Carers,3850.0
13083,2005,Sports,The Big Lottery Fund,Slough Grammar School,1119.0
13084,2005,Sports,The Big Lottery Fund,Smestow School - A Specialist Sports College,113820.0
13085,2005,Sports,The Big Lottery Fund,Smith's Wood Sports College,4966.0
13086,2005,Sports,The Big Lottery Fund,Snettisham Cricket Club,5000.0
13087,2005,Sports,The Big Lottery Fund,Solent and Gosport Ice Hockey Club,4160.0
13088,2005,Sports,The Big Lottery Fund,Solihull Archers,3255.0
13089,2005,Sports,The Big Lottery Fund,Solihull Cricket Club,4756.0
13090,2005,Sports,The Big Lottery Fund,Solihull MIND,57477.0
13091,2005,Sports,The Big Lottery Fund,Solihull Metropolitan Borough Council,105513.0
13092,2005,Sports,The Big Lottery Fund,Solihull Special Needs Active Partnership (SNAP),79003.0
13093,2005,Sports,The Big Lottery Fund,Somerset County Council,37909.0
13094,2005,Sports,The Big Lottery Fund,South Ayrshire Council,389421.0
13095,2005,Sports,The Big Lottery Fund,South Carrick Surf Academy,4820.0
13096,2005,Sports,The Big Lottery Fund,South East Coast Regional Rowing Council,5000.0
13097,2005,Sports,The Big Lottery Fund,South Eastern Education & Library Board,782167.0
13098,2005,Sports,The Big Lottery Fund,South Elmsall Carlton Junior and Infant School,4968.0
13099,2005,Sports,The Big Lottery Fund,South Failsworth Primary School,5000.0
13100,2005,Sports,The Big Lottery Fund,South Lakeland Women's Coaching Group,4210.0
13101,2005,Sports,The Big Lottery Fund,South Lanarkshire Council,1277154.0
13102,2005,Sports,The Big Lottery Fund,South Mountain Chinese Older People's Club,4750.0
13103,2005,Sports,The Big Lottery Fund,South Ribble Wheelchair Tennis Club,5000.0
13104,2005,Sports,The Big Lottery Fund,South Tyneside Borough Council,83536.0
13105,2005,Sports,The Big Lottery Fund,South West Cyclo-X,5000.0
13106,2005,Sports,The Big Lottery Fund,South West Lakes Trust,4868.0
13107,2005,Sports,The Big Lottery Fund,South West Modern Pentathlon Association,4779.0
13108,2005,Sports,The Big Lottery Fund,South Woodford Cricket and Sports Club,2000.0
13109,2005,Sports,The Big Lottery Fund,South and East Belfast HSS Trust,19478.0
13110,2005,Sports,The Big Lottery Fund,Southend Cold Ash Residents' Association,58750.0
13111,2005,Sports,The Big Lottery Fund,Southern Area Development Rugby Group,5000.0
13112,2005,Sports,The Big Lottery Fund,Southern Education and Library Board,99182.0
13113,2005,Sports,The Big Lottery Fund,Southfield School for Girls,94944.0
13114,2005,Sports,The Big Lottery Fund,Southport & District Branch of the Royal Signals Association,5000.0
13115,2005,Sports,The Big Lottery Fund,Southport ARLFC Juniors,4920.0
13116,2005,Sports,The Big Lottery Fund,Southport YMCA,4189.0
13117,2005,Sports,The Big Lottery Fund,Southwark & Camberwell Welcare Association,2061.0
13118,2005,Sports,The Big Lottery Fund,Spalding Bowling Club,3854.0
13119,2005,Sports,The Big Lottery Fund,Spalding High School,170901.0
13120,2005,Sports,The Big Lottery Fund,Special Olympics Ulster,99878.0
13121,2005,Sports,The Big Lottery Fund,Spen Valley Sports College,4925.0
13122,2005,Sports,The Big Lottery Fund,Spixworth Bowling Club,4950.0
13123,2005,Sports,The Big Lottery Fund,Sport and Physical Activity Development Group,4899.0
13124,2005,Sports,The Big Lottery Fund,Sport in the Community,4924.0
13125,2005,Sports,The Big Lottery Fund,Sporting Club Sunderland Youth FC,4600.0
13126,2005,Sports,The Big Lottery Fund,Sports Campaign Against Racism (SCAR),4995.0
13127,2005,Sports,The Big Lottery Fund,Sports Council for Wales,607553.0
13128,2005,Sports,The Big Lottery Fund,Sports Nations,5000.0
13129,2005,Sports,The Big Lottery Fund,Sports Pursuits,2880.0
13130,2005,Sports,The Big Lottery Fund,Sprouston Primary School,1800.0
13131,2005,Sports,The Big Lottery Fund,Squash Academy,4997.0
13132,2005,Sports,The Big Lottery Fund,St Ambrose Barlow High School,132931.0
13133,2005,Sports,The Big Lottery Fund,St Andrews CE High School,149300.0
13134,2005,Sports,The Big Lottery Fund,St Angela's Junior School,5000.0
13135,2005,Sports,The Big Lottery Fund,St Anne's Primary School,261518.0
13136,2005,Sports,The Big Lottery Fund,St Clements High School,4800.0
13137,2005,Sports,The Big Lottery Fund,St Cleres Secondary School,3448.0
13138,2005,Sports,The Big Lottery Fund,St Columba's College,1314690.0
13139,2005,Sports,The Big Lottery Fund,St Cuthbert's Area Residents Association,4224.0
13140,2005,Sports,The Big Lottery Fund,St Cuthbert's RC First School,5000.0
13141,2005,Sports,The Big Lottery Fund,St Cyrus Outdoor Bowling Club,2698.0
13142,2005,Sports,The Big Lottery Fund,St Eugene's Primary School,5000.0
13143,2005,Sports,The Big Lottery Fund,St Georges Church of England High School,4983.0
13144,2005,Sports,The Big Lottery Fund,St Giles Sports Club,5000.0
13145,2005,Sports,The Big Lottery Fund,St Hubert's Catholic Primary School,5000.0
13146,2005,Sports,The Big Lottery Fund,St John the Baptist Infant and Junior School PTA,5000.0
13147,2005,Sports,The Big Lottery Fund,St John the Baptist Primary School,117683.0
13148,2005,Sports,The Big Lottery Fund,St John's Business and Enterprise College,1378620.0
13149,2005,Sports,The Big Lottery Fund,St John's Church of England Primary School,4905.0
13150,2005,Sports,The Big Lottery Fund,St John's Desertlyn Parish Senior Youth Club,3289.0
13151,2005,Sports,The Big Lottery Fund,St Johns Primary School,4052.0
13152,2005,Sports,The Big Lottery Fund,St Joseph's Junior Primary School,2700.0
13153,2005,Sports,The Big Lottery Fund,St Joseph's Primary School,2700.0
13154,2005,Sports,The Big Lottery Fund,St Macartan's Primary School,249388.0
13155,2005,Sports,The Big Lottery Fund,St Malachy's College,515117.0
13156,2005,Sports,The Big Lottery Fund,St Mary and St Joseph's Catholic School,5000.0
13157,2005,Sports,The Big Lottery Fund,St Mary's High School,52019.0
13158,2005,Sports,The Big Lottery Fund,St Mary's Primary School,346069.0
13159,2005,Sports,The Big Lottery Fund,St Michael With St John CE Primary School,4900.0
13160,2005,Sports,The Big Lottery Fund,St Mirin's Scout Group,4750.0
13161,2005,Sports,The Big Lottery Fund,St Patrick's Parent/School Support Group,3835.0
13162,2005,Sports,The Big Lottery Fund,St Patricks Football Club,5000.0
13163,2005,Sports,The Big Lottery Fund,St Paul's Eco Group,4993.0
13164,2005,Sports,The Big Lottery Fund,St Pauls GAC,1000.0
13165,2005,Sports,The Big Lottery Fund,St Peter and Paul Scout Group,5000.0
13166,2005,Sports,The Big Lottery Fund,St Peters High School,5000.0
13167,2005,Sports,The Big Lottery Fund,St Phillips Park Gypsy and Traveller Group,2280.0
13168,2005,Sports,The Big Lottery Fund,St Roses High School,30000.0
13169,2005,Sports,The Big Lottery Fund,St Stephens Primary School,4500.0
13170,2005,Sports,The Big Lottery Fund,St Thomas More High School,3497.0
13171,2005,Sports,The Big Lottery Fund,St Thomas More Primary School,1116.0
13172,2005,Sports,The Big Lottery Fund,St Thomas More RC School (Wood Green),94931.0
13173,2005,Sports,The Big Lottery Fund,St. Ives Town Rowing Club,5000.0
13174,2005,Sports,The Big Lottery Fund,St. Josephs RC Junior School,4120.0
13175,2005,Sports,The Big Lottery Fund,St. Mary's Primary School,421826.0
13176,2005,Sports,The Big Lottery Fund,Staffordshire Association of Clubs for Young People,5000.0
13177,2005,Sports,The Big Lottery Fund,Stakeford First School,4750.0
13178,2005,Sports,The Big Lottery Fund,Standlake CE Primary School,4320.0
13179,2005,Sports,The Big Lottery Fund,Stanthorne District Guides,4551.0
13180,2005,Sports,The Big Lottery Fund,Stewards Academy Trust,745980.0
13181,2005,Sports,The Big Lottery Fund,Stewards School,5000.0
