,Scripts,title,Character,Season
1009, Have the final numbers on my desk by Tuesday.,The One With the Chicken Pox,MR. DOUGLAS,2
1010," Uh, if you say so sir.",The One With the Chicken Pox,CHANDLER,2
1011," Joseph's good, isn't he?",The One With the Chicken Pox,JOEY,2
1012," Well, I'm going to kill you.",The One With the Chicken Pox,CHANDLER,2
1013," Hey, hey, I just figure Joseph's the kinda guy that likes to mix it up. Ya know, get"", 'in there, ruffle some feathers.",The One With the Chicken Pox,JOEY,2
1014, Why?,The One With the Chicken Pox,CHANDLER,2
1015," Look, I'm sorry but that's what Joseph does, ok. If you try to pull somethin', he'll"", ""call you on it. 'What're you tryin' to pull,' he'll say.",The One With the Chicken Pox,JOEY,2
1017," Ooh, duct tape. Was I supposed to bring something too?",The One With the Chicken Pox,RICHARD,2
1018, This is for the scratchy twins out there. I taped oven mits to their hands.,The One With the Chicken Pox,MONICA,2
1019, You're strict.,The One With the Chicken Pox,RICHARD,2
1020, It's for their own good.,The One With the Chicken Pox,MONICA,2
1021," You know, I like the way you have efficiently folded this', 'tab under. See in a tape emergency you could shave valuable seconds off your time.",The One With the Chicken Pox, RICHARD,2
1022," Exactly. Oh, I love that I can be totally neurotic around', ""you now. Tell me the truth. Don't you like it better now that"", 'everything on your desk is perpendicular?",The One With the Chicken Pox, MONICA,2
1023," If it's not a right angle, it is a wrong angle.",The One With the Chicken Pox,RICHARD,2
1024, Very good.,The One With the Chicken Pox,MONICA,2
1025, Thank you.,The One With the Chicken Pox,RICHARD,2
1026, You know what. Tomorrow I'm gonna do your clocks.,The One With the Chicken Pox,MONICA,2
1027, You're gonna do what to my clocks.,The One With the Chicken Pox,RICHARD,2
1028, I'm gonna set them to my time.,The One With the Chicken Pox,MONICA,2
1029," Well, I'm confused. I thought we shared time.",The One With the Chicken Pox,RICHARD,2
1030," No no. See, in my bedroom I set my clock six minutes fast.', 'You wanna know why?",The One With the Chicken Pox, MONICA,2
1031, Because it's in a slightly different time zone than the kitchen.,The One With the Chicken Pox,RICHARD,2
1032," No forget it, I'm not gonna tell you now.",The One With the Chicken Pox,MONICA,2
1033, No come on. Come on tell me.,The One With the Chicken Pox,RICHARD,2
1034, No. See you don't understand.,The One With the Chicken Pox,MONICA,2
1035, Come on.,The One With the Chicken Pox,RICHARD,2
1036, No. You don't have any of these cute little obsessive things.,The One With the Chicken Pox,MONICA,2
1037, No that's not true. That is not true.,The One With the Chicken Pox,RICHARD,2
1038, Oh yeah.,The One With the Chicken Pox,MONICA,2
1039, Yeah.,The One With the Chicken Pox,RICHARD,2
1040," Alright, well tell me one of yours.",The One With the Chicken Pox,MONICA,2
1041," Ok. Ahh. One of my things is, I always separate my sweat socks from my dress', 'socks.",The One With the Chicken Pox,RICHARD,2
1042, What if they get mixed up?,The One With the Chicken Pox,MONICA,2
1043," Boy I would just uh, I would freak out.",The One With the Chicken Pox,RICHARD,2
1044," You would not. I can't believe this. I hate this, you're too"", ""normal. I can't believe my boyfriend doesn't have a thing. My boyfriend doesn't have a"", 'thing.",The One With the Chicken Pox, MONICA,2
1045," See, if anyone overheard that, I didn't come off well.",The One With the Chicken Pox,RICHARD,2
1047, Hey. Mr. Douglas is looking for you.,The One With the Chicken Pox,JOEY,2
1048, Why? Wh- wh- why is Mr. Douglas looking for me?,The One With the Chicken Pox,CHANDLER,2
1049, 'Cause he has a strong suspicion that you dropped the ball on the Lender project.,The One With the Chicken Pox,JOEY,2
1050," Wha- wh- why, why, why does he suspect that?",The One With the Chicken Pox,CHANDLER,2
1051," Becasue at first he thought it was Joseph. But after he asked Joseph about it, turns', 'out it was you. Anyway, I just thought you should know.",The One With the Chicken Pox,JOEY,2
1052," Alright, that's it. Look Joey, I'm sorry, I realize this is the role of a"", ""lifetime for ya, and if I could just fire Joseph, I would, but unfortunately that's not"", ""possible so I'm gonna have to let both of you go.",The One With the Chicken Pox,CHANDLER,2
1053," What're you talking about, everybody loves Joseph.",The One With the Chicken Pox,JOEY,2
1054," I don't, I hate Joseph, ok. I think he's a brown-nosing suck up.",The One With the Chicken Pox,CHANDLER,2
1055," Oh yeah. Well you can't fire Joseph. You know why, 'cause he's not in your"", 'department.",The One With the Chicken Pox,JOEY,2
1056," Alright, ok, alright. So I can't fire Joseph but uh, I can sleep with his wife.",The One With the Chicken Pox,CHANDLER,2
1057, Karen.,The One With the Chicken Pox,JOEY,2
1058," Yeah, Karen. I'm thinking about having an affair with her."", 'Oh, you know what? I just did.",The One With the Chicken Pox, CHANDLER,2
1059, Ahh. What the hell are you doing to me man.,The One With the Chicken Pox,JOEY,2
1060," Oh well it's not me, it's my character, Chandy. Yeah the"", ""rogue processor who seduces his co-worker's wives for sport and then laughs about it the"", 'next day at the water cooler. In fact, I have her panties right there in my drawer.",The One With the Chicken Pox, CHANDLER,2
1061, Really?,The One With the Chicken Pox,JOEY,2
1062," No freakshow, she's fictional.",The One With the Chicken Pox,CHANDLER,2
1063," Take it easy. If it means that much to you, I'll uh, I'll go find something else.",The One With the Chicken Pox,JOEY,2
1064, Thank you.,The One With the Chicken Pox,CHANDLER,2
1065," It's just that, I, I'm gonna miss Joseph. I liked him. His wife, she was hot."", 'Chadler pushes him out the door by the face.",The One With the Chicken Pox,JOEY,2
1067, Can I please take these off? I swear I won't scratch.,The One With the Chicken Pox,PHOEBE,2
1068," No sorry hon, Monica's orders.",The One With the Chicken Pox,RACHEL,2
1069," Comes out of the bathroom, also with oven mits on his hands. Well that wasn't"", 'easy.",The One With the Chicken Pox,RYAN,2
1070," Ok, dinner's on.",The One With the Chicken Pox,ROSS,2
1071," And there's a peach cobbler warming in the oven so the plate's gonna be hot but"", ""that shouldn't be a problem for you.",The One With the Chicken Pox,RACHEL,2
1072," Alright you kids, bye now.",The One With the Chicken Pox,ROSS,2
1073, Bye. waving,The One With the Chicken Pox,PHOEBE and RYAN,2
1074," Oh look, a low budget puppet show.",The One With the Chicken Pox, ROSS,2
1075, It's such a shame you can't see which finger I'm holding up.,The One With the Chicken Pox,PHOEBE,2
1077, Wine?,The One With the Chicken Pox,RYAN,2
1078, Please. Ryan pulls the cork with his teeth and spits it into Phoebe's mits.,The One With the Chicken Pox,PHOEBE,2
1079," Oh, I spilled some.",The One With the Chicken Pox,RYAN,2
1080, I got it. Wipes it up with her mits.,The One With the Chicken Pox,PHOEBE,2
1081," Puts his hands over Phoebe's ears. I must tell you, you look beautiful tonight.",The One With the Chicken Pox,RYAN,2
1082, What?,The One With the Chicken Pox,PHOEBE,2
1083, Sorry. You look beautiful.,The One With the Chicken Pox,RYAN,2
1084, Oh.,The One With the Chicken Pox,PHOEBE,2
1086," You know what, that's it, that's it. She rips off the mits, Ryan follows her"", 'lead.",The One With the Chicken Pox,PHOEBE,2
1089," Monica, wake up. Monica.",The One With the Chicken Pox,RICHARD,2
1090, What's up?,The One With the Chicken Pox,MONICA,2
1091, I thought of a thing.,The One With the Chicken Pox,RICHARD,2
1092, Yeah?,The One With the Chicken Pox,MONICA,2
1093," Yeah. I have to sleep, have to, on this side of the bed.",The One With the Chicken Pox,RICHARD,2
1094," No honey. You have to sleep on this side of the bed because I have to sleep on', 'this side of the bed.",The One With the Chicken Pox,MONICA,2
1095, Or so I would have you believe.,The One With the Chicken Pox,RICHARD,2
1096," No. Big deal, so you have a side of the bed, everybody has a side of the bed.",The One With the Chicken Pox,MONICA,2
1097," Hey come on, you haven't heard my reason yet.",The One With the Chicken Pox,RICHARD,2
1098," Alright, go on.",The One With the Chicken Pox,MONICA,2
1099," Ok, I have to sleep on the west side because I grew up in California and', 'otherwise the ocean would be on the wrong side.",The One With the Chicken Pox,RICHARD,2
1100," Oh my God, you're a freak.",The One With the Chicken Pox,MONICA,2
1101, Yeah. How 'bout that.,The One With the Chicken Pox,RICHARD,2
1103," So uh, Ryan, were you shipping off to?",The One With the Chicken Pox, RACHEL,2
1104, I really can't say.,The One With the Chicken Pox,RYAN,2
1105, So do you have like any nuclear weapons on board?,The One With the Chicken Pox,ROSS,2
1106, I can't say.,The One With the Chicken Pox,RYAN,2
1107," Well do you get to look through one of those like, those periscope thingys.",The One With the Chicken Pox,RACHEL,2
1108," I'm sorry, but I can't say.",The One With the Chicken Pox,RYAN,2
1109," Wow, it, it's neat learning about submarines.",The One With the Chicken Pox,ROSS,2
1110," I better get out of here, I'm gonna miss my flight.",The One With the Chicken Pox,RYAN,2
1111," Ok, I'll walk you out.",The One With the Chicken Pox,PHOEBE,2
1112, Bye Ryan.,The One With the Chicken Pox,ROSS,2
1113, Pleasure.,The One With the Chicken Pox,RYAN,2
1114, It was nice to meet you.,The One With the Chicken Pox,RACHEL,2
1115, Take care.,The One With the Chicken Pox,RYAN,2
1117," So do you uh, think we can get you one of those uh, uniform things?",The One With the Chicken Pox,RACHEL,2
1118, You like that do ya?,The One With the Chicken Pox,ROSS,2
1119, Oh yeah.,The One With the Chicken Pox,RACHEL,2
1120, I'll make some calls. Runs off.,The One With the Chicken Pox,ROSS,2
1121, Ok.,The One With the Chicken Pox,RACHEL,2
1123, Can you believe how we spent our two weeks together?,The One With the Chicken Pox,RYAN,2
1124," I know. We didn't do any of the romantic things I had"", 'planned, like having a picnic at Central Park and ya know, coffee at Central Perk. Oh I', 'just got that. They kiss.",The One With the Chicken Pox, PHOEBE,2
1125, Taxi.,The One With the Chicken Pox,RYAN,2
1126," Bye you. Ryan's cab drives off. As Phoebe is going back in, she sees the Central"", 'Perk sign in the window and laughs.",The One With the Chicken Pox,PHOEBE,2
1129," Oh I'm sorry, we're clo-... Hey sailor.",The One With the Chicken Pox,RACHEL,2
1130, Is this what you had in mind?,The One With the Chicken Pox,ROSS,2
1131, I'll say.,The One With the Chicken Pox,RACHEL,2
1133, I'm shipping out tomorrow.,The One With the Chicken Pox,ROSS,2
1134," Well then uh, we better make this night count. He starts to carry her out. Oh', 'wait, I forgot to turn off the cappucino machine. He carries her over to turn it off.', 'Anchors away. Oh no no, my purse, my purse, my purse, my purse, my purse, my pu rse. He', 'carries her to the counter to pick up her purse. Oh, you know what. I forgot to turn off', 'the bathroom light.",The One With the Chicken Pox,RACHEL,2
1135," Alright you know, why don't I just meet you upstairs. Drops her on the couch and"", 'walks out holding his lower back.",The One With the Chicken Pox,ROSS,2
