,Scripts,title,Character,Season
1431, It’s huge!,The One With Rachel’s Phone Number,Chandler,9
1432," Ross and Rachel’s apartment. There is a nearly-empty pizza box on the ', 'table. Mike and Ross have swapped positions on the couch. Mike still has a ', 'bottle of Foster’s in his hand. He is making funny noises. Ross looks bored. ', 'Mike stops making the noise, looks at Ross, looks back at the bottle and ', 'continues to make the noise. Ross looks exasperated",The One With Rachel’s Phone Number,Scene,9
1433," Bar. Phoebe and Rachel are talking to the two men that sent the ', 'drinks over to them",The One With Rachel’s Phone Number,Scene,9
1434," Oh my god! I can’t believe you live in that building! My grandmother ', 'lives in that building, Ida Green? No sense of personal space? Kinda smells of ', 'chicken? Looks like a potato?!?",The One With Rachel’s Phone Number,Rachel,9
1435, Spuds is your grandmother?,The One With Rachel’s Phone Number,Bill,9
1436, Yeah! That’s my muppy!,The One With Rachel’s Phone Number,Rachel,9
1437," So, we’re on our way to a couple of parties. Maybe we can get your ', 'numbers and give you a call when we find something fun.",The One With Rachel’s Phone Number,Kevin,9
1438," Yeah, I’m sorry. We weren’t really looking for anything to happen ', 'with you guys. I-I have a boyfriend.",The One With Rachel’s Phone Number,Phoebe,9
1439, Alright. That’s no big deal.,The One With Rachel’s Phone Number,Kevin,9
1441," So, she has a boyfriend. To Rachel What is your situation?",The One With Rachel’s Phone Number,Bill,9
1442," Oh, it’s complicated. I don’t actually have a boyfriend, but, ', 'erm…",The One With Rachel’s Phone Number,Rachel,9
1443, Can I have your number?,The One With Rachel’s Phone Number,Bill,9
1444," I’m sorry, no.",The One With Rachel’s Phone Number,Rachel,9
1445, Okay They start to leave,The One With Rachel’s Phone Number,Bill,9
1446," Oh, sure!",The One With Rachel’s Phone Number,Rachel,9
1448, Oh my god! You’re giving your real number!,The One With Rachel’s Phone Number,Phoebe,9
1449," Okay, thanks. I’ll give you a call later tonight.",The One With Rachel’s Phone Number,Bill,9
1450, Great. Gives thumbs up,The One With Rachel’s Phone Number,Rachel,9
1451, Bye Leaves,The One With Rachel’s Phone Number,Bill,9
1452, Bye,The One With Rachel’s Phone Number,"Rachel, Phoebe",9
1453," Wow. So that's great. You, Bill, Ross and Emma are going to be so "", 'happy together. What were you thinking?",The One With Rachel’s Phone Number,Phoebe,9
1454, I don’t know. He was cute and he liked me. It was an impulse.,The One With Rachel’s Phone Number,Rachel,9
1455," But what about Ross? What about your moment? Don’t you want to talk ', 'to Ross about it?",The One With Rachel’s Phone Number,Phoebe,9
1456," No, no, ‘cos I know exactly how the conversation is going to go. “Hey ', 'Ross”, “You know, I think that we had a moment before” As Ross “Yeah, um, me ', 'too” As herself “Well, but I’m not sure I really wanna do anything about it!” ', 'As Ross “Yeah, um, me, um, neither.” As herself “Ross, should we just ', 'continue to live together and not really tell each other how we’re really ', 'feeling?” As Ross “Yeah, that works for me, um, um.”",The One With Rachel’s Phone Number,Rachel,9
1457," Yeah, I see what you mean. By the way, nice Ross imitation. But your ', 'Rachel was not whiney enough.",The One With Rachel’s Phone Number,Phoebe,9
1458, Hey!,The One With Rachel’s Phone Number,Rachel,9
1459, Better!,The One With Rachel’s Phone Number,Phoebe,9
1461," The point is: maybe I should stop waiting around, waiting for moments ', 'with Ross. I should just move on with my life.",The One With Rachel’s Phone Number,Rachel,9
1462," So, really? Are you moving on from Ross?",The One With Rachel’s Phone Number,Phoebe,9
1463," Dunno, do I have to decide right now?",The One With Rachel’s Phone Number,Rachel,9
1464," You kinda just did. That guy’s gonna call you tonight. Ross is going ', 'to pick up the phone. That’s a pretty clear message.",The One With Rachel’s Phone Number,Phoebe,9
1465," Oh my god! Ross!! Ross is gonna pick up the phone! Ah, I have to get ', 'my number back! Oh my god! He’s gone!",The One With Rachel’s Phone Number,Rachel,9
1466," As Rachel “Ah, I have to get my number back!”, “Oh my god! He’s ', 'gone!” Dead on!",The One With Rachel’s Phone Number,Phoebe,9
1467," Ross and Rachel’s apartment. Ross and Mile look bored out of their ', 'heads",The One With Rachel’s Phone Number,Scene,9
1468, Passst. I’m gonna take off.,The One With Rachel’s Phone Number,Mike,9
1469, So soon?,The One With Rachel’s Phone Number,Ross,9
1470, Yeah.,The One With Rachel’s Phone Number,Mike,9
1471," Okay. Thanks, er, for the beer.",The One With Rachel’s Phone Number,Ross,9
1472, You mean lager.,The One With Rachel’s Phone Number,Mike,9
1473," Ah, yeah, good times.",The One With Rachel’s Phone Number,Ross,9
1475, Ohh. Relieved to be out of there,The One With Rachel’s Phone Number,Mike,9
1476, Ohh. Relieved that Mike has gone,The One With Rachel’s Phone Number,Ross,9
1478, Hello?,The One With Rachel’s Phone Number,Mike,9
1480," Hey Mike, it’s me. Listen: Is Ross near you?",The One With Rachel’s Phone Number,Phoebe,9
1481," Uh no, I just left.",The One With Rachel’s Phone Number,Mike,9
1482," Well, you have to go back in.",The One With Rachel’s Phone Number,Phoebe,9
1483, What? Go back? To the land where time stands still?,The One With Rachel’s Phone Number,Mike,9
1484," I’m so sorry, honey, but, okay. Rachel gave this guy her number, and, ', 'erm, she does not want Ross to answer the phone, so you have to intercept all of ', 'his calls.",The One With Rachel’s Phone Number,Phoebe,9
1485, I can’t do that.,The One With Rachel’s Phone Number,Mike,9
1486, To Rachel He says that he can’t do that,The One With Rachel’s Phone Number,Phoebe,9
1487," Oh, give me. Rachel takes the phone of Phoebe Hi, Mike! Hi, listen, ', 'I know this is a lot to ask, but you know what. If you do this, ah, Phoebe will ', 'do anything you want. Seriously, I’m talking dirty stuff.",The One With Rachel’s Phone Number,Rachel,9
1488," Alright, give it here. Phoebe takes the phone Hello? I'm sorry "", 'about her, but, she wasn’t wrong about the dirty stuff.",The One With Rachel’s Phone Number,Phoebe,9
1489," Alright, I’ll do it. Phoebe sticks her thumb up to Rachel Really, ', 'though, how much dirtier can it get?",The One With Rachel’s Phone Number,Mike,9
1490," Oh, oh, Mike! Bye. Hangs up",The One With Rachel’s Phone Number,Phoebe,9
1491," Ross and Rachel’s apartment. Knock at the door. Ross opens the door. ', 'Mike is there.",The One With Rachel’s Phone Number,Scene,9
1492," Hey, buddy!",The One With Rachel’s Phone Number,Mike,9
1493, Hi!,The One With Rachel’s Phone Number,Ross,9
1494, Can I come back in?,The One With Rachel’s Phone Number,Mike,9
1495, W-Why? Blocking route of entry,The One With Rachel’s Phone Number,Ross,9
1496," Well, negotiating an entrance I was just thinking of how muck more we ', 'have to talk about.",The One With Rachel’s Phone Number,Mike,9
1497," Exasperated But, you left!",The One With Rachel’s Phone Number,Ross,9
1498," Hallway between Monica/Chandler’s apartment and Joey’s apartment. ', 'Joey is sat on a stool, holding a baseball bat. Chandler runs up the stairs",The One With Rachel’s Phone Number,Scene,9
1499," Wow, that didn’t take long. I thought you said Tulsa was a three-hour ', 'flight?",The One With Rachel’s Phone Number,Joey,9
1500," Well,… you’re forgetting about the time difference.",The One With Rachel’s Phone Number,Chandler,9
1502," Huh, Chandler – you’re home!",The One With Rachel’s Phone Number,Monica,9
1503," That’s right. Your husband’s home, so now the sex can stop.",The One With Rachel’s Phone Number,Chandler,9
1505, What are you saying?,The One With Rachel’s Phone Number,Monica,9
1506, Joey said that you’re in here with another man!,The One With Rachel’s Phone Number,Chandler,9
1507," There's no man in here! How dare you accuse me of that? Slaps "", 'Chandler",The One With Rachel’s Phone Number,Monica,9
1508," Alright, alright. Then maybe you won’t mind if me and my friend takes a ', 'look around then. Huh! Where you at?",The One With Rachel’s Phone Number,Joey,9
1510, What’s he doing?,The One With Rachel’s Phone Number,Chandler,9
1511, I arranged some pillows on the bed to make it look like a guy!,The One With Rachel’s Phone Number,Monica,9
1513," Bedroom’s clear, although you might need some new pillows.",The One With Rachel’s Phone Number,Joey,9
1514," Alright, well, I’ll check the guest bedroom.",The One With Rachel’s Phone Number,Chandler,9
1516, Why do I smell men’s cologne?,The One With Rachel’s Phone Number,Joey,9
1518, I think that's you.,The One With Rachel’s Phone Number,Monica,9
1520," Oh yeah, I rubbed a magazine on myself earlier.",The One With Rachel’s Phone Number,Joey,9
1522," Nobody here, Joe.",The One With Rachel’s Phone Number,Chandler,9
1523, I guess not.,The One With Rachel’s Phone Number,Joey,9
1524," I can’t believe you thought I was cheating. You owe me an ', 'apology.",The One With Rachel’s Phone Number,Monica,9
1525," You’re right, Monica. I’m so sorry.",The One With Rachel’s Phone Number,Joey,9
1526," It’s an honest mistake. It can happen to anybody. Alright, see ', 'ya.",The One With Rachel’s Phone Number,Monica,9
1528," Wait, wait, wait a minute. If you’ve just got back from Tulsa, how did ', 'your suitcase beat you here?",The One With Rachel’s Phone Number,Joey,9
1530," I climb down the fire escape, and you can’t put that in the ', 'closet?",The One With Rachel’s Phone Number,Chandler,9
1532," Ross and Rachel’s apartment. Ross and Mike are sat on the sofa. Mike ', 'is reading out of a book",The One With Rachel’s Phone Number,Scene,9
1533," So, with the exception of the fermentation process, beer and ale are ', 'basically the same thing. Fascinating, isn’t it?",The One With Rachel’s Phone Number,Mike,9
1534, Looking bored Maybe you should look up fascinating.,The One With Rachel’s Phone Number,Ross,9
1536," I’ll get it Jumps across Ross and grabs the phone. Ross looks shocked ', 'Hello? Ross’ place, Mike speaking. Passing phone to Ross It’s for you.",The One With Rachel’s Phone Number,Mike,9
1538, I don’t understand what just happened here.,The One With Rachel’s Phone Number,Ross,9
1539, Monica and Chandler’s apartment. As before,The One With Rachel’s Phone Number,Scene,9
1540, What’s going on?,The One With Rachel’s Phone Number,Joey,9
1541," I’m sorry. I told you that I was in Tulsa because I wanted to spend ', 'the night with Monica and I didn’t…didn’t know…didn’t think you’d ', 'understand.",The One With Rachel’s Phone Number,Chandler,9
1542," What? You think I’m too dumb to know that a husband needs to be with ', 'his wife? Uh? You think I’m like, duhhh! Taps head with baseball bat – it hurts ', 'him",The One With Rachel’s Phone Number,Joey,9
1543, Joey?,The One With Rachel’s Phone Number,Monica,9
1544, Yeah?,The One With Rachel’s Phone Number,Joey,9
1545, I don’t know what to say. We shouldn’t have lied to you.,The One With Rachel’s Phone Number,Monica,9
1546," I feel so bad. Is there, is there anything I can do to make it up ', 'to you?",The One With Rachel’s Phone Number,Chandler,9
1547," You could go to the game with me, even though I know you said you ', 'couldn’t, but then you lied to me, tricked me and gave me a bump on the ', 'head.",The One With Rachel’s Phone Number,Joey,9
1548," I’m sorry. That’s the one thing I can’t do. I promised that I’d be ', 'with Monica.",The One With Rachel’s Phone Number,Chandler,9
1549, Looking sad Alright.,The One With Rachel’s Phone Number,Joey,9
1550, You can go.,The One With Rachel’s Phone Number,Monica,9
1551, Turning around What?,The One With Rachel’s Phone Number,Chandler,9
1552," You should go to the game. It’s okay, I want you to.",The One With Rachel’s Phone Number,Monica,9
1553, Really? Are you going to be okay?,The One With Rachel’s Phone Number,Chandler,9
1554," Yeah, it’ll be fine. Y’know, maybe I’ll stay and practice the art of ', 'seduction.",The One With Rachel’s Phone Number,Monica,9
1555," You’re gonna put sweats on and clean, aren’t ya?",The One With Rachel’s Phone Number,Chandler,9
1556, That’s gonna be so hot!,The One With Rachel’s Phone Number,Monica,9
1558," Thanks, here’s ya ticket.",The One With Rachel’s Phone Number,Joey,9
1559," Thanks. Listen, I’m never gonna lie to you again.",The One With Rachel’s Phone Number,Chandler,9
1560, Okay.,The One With Rachel’s Phone Number,Joey,9
1561, And I want you to know that no-one thinks that you are stupid.,The One With Rachel’s Phone Number,Chandler,9
1562," Thanks, man. They walk down the hall. Chandler looks at his ticket. ', 'Turns around and heads back to his apartment. Where ya going?",The One With Rachel’s Phone Number,Joey,9
1563," Game’s tomorrow night, Joe. Enters apartment",The One With Rachel’s Phone Number,Chandler,9
1565," Ross and Rachel’s apartment. Rachel and Phoebe enter through the ', 'door",The One With Rachel’s Phone Number,Scene,9
1566, Hey!,The One With Rachel’s Phone Number,"Rachel, Phoebe",9
1567," Hi! Ross jumps up out of his seat, runs and hugs Rachel. Mike ', 'walks up to Phoebe",The One With Rachel’s Phone Number,"Ross, Mike",9
1568, So glad you’re back Hugs Phoebe,The One With Rachel’s Phone Number,Mike,9
1569," So, what did you guys do?",The One With Rachel’s Phone Number,Rachel,9
1570," You know, we just drank some beer…Mike played with the boundaries of ', 'normal social conduct…",The One With Rachel’s Phone Number,Ross,9
1571," It’s true, I did.",The One With Rachel’s Phone Number,Mike,9
1572," Well, goodbye!",The One With Rachel’s Phone Number,Phoebe,9
1573, Bye!,The One With Rachel’s Phone Number,"Ross, Rachel",9
1574, Bye!,The One With Rachel’s Phone Number,Mike,9
1575," Have fun, Pheebs! See ya guys. Phoebe and Mike leave",The One With Rachel’s Phone Number,Rachel,9
1576," Rachel, lock the door, lock the door, seriously!",The One With Rachel’s Phone Number,Ross,9
1577," Oh shoot, I forgot to pay Phoebe for the drinks! Goes outside into ', 'the hallway Wait, wait. So, did he call? Did that guy call?",The One With Rachel’s Phone Number,Rachel,9
1578," No, just his mom.",The One With Rachel’s Phone Number,Mike,9
1579," Oh, around 8:30?",The One With Rachel’s Phone Number,Rachel,9
1580, Yeah.,The One With Rachel’s Phone Number,Mike,9
1581, Then again at 9?,The One With Rachel’s Phone Number,Rachel,9
1582, Uh huh.,The One With Rachel’s Phone Number,Mike,9
1583, Yeah…,The One With Rachel’s Phone Number,Rachel,9
1585," Hello? Oh no, she’s not here right now. Can I take a message? Bill from ', 'the bar? Okay…Bill from the bar. I’ll make sure she gets your number.",The One With Rachel’s Phone Number,Ross,9
1587, Ahhh.,The One With Rachel’s Phone Number,Rachel,9
1588," So, er, so how was it? Have you guys, you guys, had a good time?",The One With Rachel’s Phone Number,Ross,9
1589," Oh, it’s so much fun. It’s so good to be out.",The One With Rachel’s Phone Number,Rachel,9
1591," Ah, Rach?",The One With Rachel’s Phone Number,Ross,9
1592, Yeah?,The One With Rachel’s Phone Number,Rachel,9
1594, Never mind.,The One With Rachel’s Phone Number,Ross,9
1596, Central Perk. Phoebe and Mike are sat on the sofa. Ross enters,The One With Rachel’s Phone Number,Scene,9
1597," Hey, you guys!",The One With Rachel’s Phone Number,Ross,9
1598, Hi!,The One With Rachel’s Phone Number,"Phoebe, Mike",9
1600, Ah.,The One With Rachel’s Phone Number,Ross,9
1601, I’ll be right back. I just have to go to the bathroom.,The One With Rachel’s Phone Number,Phoebe,9
1604, Stout. That’s a kind of beer.,The One With Rachel’s Phone Number,Mike,9
1610, Mark Kunerth,The One With Rachel’s Phone Number,Written by,9
1611, Ben Weiss,The One With Rachel’s Phone Number,Directed by,9
1612, Andy Ellis,The One With Rachel’s Phone Number,Transcribed by,9
1613," Chandler’s Office, Tulsa",The One With Rachel’s Phone Number,Scene,9
1614," This kitty is Mittens, this one is Fitzhugh, and this little guy ', 'in the cat condo is Jinkys.",The One With Rachel’s Phone Number,Assistant,9
1615," Yeah. That’s a lot of cats, Jolene. Single, are ya?",The One With Rachel’s Phone Number,Chandler,9
1617, Chandler Bing.,The One With Rachel’s Phone Number,Chandler,9
1618," On phone Hey. How come you’re answering your own phone? Where’s your ', 'crazy assistant?",The One With Rachel’s Phone Number,Joey,9
1620," What’s up, Joe?",The One With Rachel’s Phone Number,Chandler,9
1622, Okay. What have we wanted to always do together?,The One With Rachel’s Phone Number,Joey,9
1623, Braid each other’s hair then ride horseback on the beach?,The One With Rachel’s Phone Number,Chandler,9
1624," No, no, no. When you get home tomorrow night, you and I are gonna be at ', 'the Wizards – Knicks game courtside!",The One With Rachel’s Phone Number,Joey,9
1625, Courtside? Oh my god!!,The One With Rachel’s Phone Number,Chandler,9
1626," Yeah, maybe Michael Jordan will dive for the ball and break my jaw with ', 'his knee!",The One With Rachel’s Phone Number,Joey,9
1627, That is so cool. I’ll let Monica know.,The One With Rachel’s Phone Number,Chandler,9
1629, Hello?,The One With Rachel’s Phone Number,Monica,9
1631," Joey just called. He’s got courtside Knicks tickets for me and him ', 'tomorrow night.",The One With Rachel’s Phone Number,Chandler,9
1632," Really? But tomorrow night’s the only one I get off from the ', 'restaurant. If you go to the game then we won’t have another night together for ', 'a week.",The One With Rachel’s Phone Number,Monica,9
1633," But-t it’s courtside! The cheerleaders are gonna be right in … ', 'mouths last words so Monica does not hear them. That’s not the way to convince ', 'you.",The One With Rachel’s Phone Number,Chandler,9
1634," Look. I don’t want to be one of those wives that says “You can’t go ', 'to the game”, “you have to spend time with me”, so, if you just realize it on ', 'your own?",The One With Rachel’s Phone Number,Monica,9
1635," I…I…I know. You’re right. I wanna see you too. I’ve just got to ', 'figure out a way to tell Joey. He’s really looking forward to this.",The One With Rachel’s Phone Number,Chandler,9
1636," On phone Tell him you haven’t seen your wife in a long time. In ', 'apartment Tell him that having a long-distance relationship is really ', 'difficult. Tell him that…what little time that we have is precious.",The One With Rachel’s Phone Number,Monica,9
1637," Yeah, yeah, yeah. I’ll think of something.",The One With Rachel’s Phone Number,Chandler,9
1640," Ross + Rachel’s apartment. Ross is tending to Emma. Rachel walks in ', 'from back. She comes over to tend to Emma",The One With Rachel’s Phone Number,Scene,9
1641," Wow! You look…er…hm……I mean, it’s just the…er…that, that dress! Er…",The One With Rachel’s Phone Number,Ross,9
1642, I hope the ends of these sentences are good!,The One With Rachel’s Phone Number,Rachel,9
1644," No, no…they’re good. It’s just been so long since I’ve seen you like ', 'this. You clean up good!",The One With Rachel’s Phone Number,Ross,9
1646," Ahh. Looks down Well, thank you! Ha-ha! Ross continues to stare at ', 'Rachel Okay – stop looking at me like that. The last time that happened ', 'pointing towards Ross’s crotch that happened pointing at Emma",The One With Rachel’s Phone Number,Rachel,9
1647," Oh, right! Looking away",The One With Rachel’s Phone Number,Ross,9
1649," So, are you. Ah! Are you excited about your…er…first night away from ', 'Emma?",The One With Rachel’s Phone Number,Ross,9
1650," Yeah! Phoebe and I are gonna have so much fun! Thank you for watching ', 'the baby, by the way.",The One With Rachel’s Phone Number,Rachel,9
1651," Oh, it’s fine. Actually, I…I invited Mike over",The One With Rachel’s Phone Number,Ross,9
1652, Phoebe’s Mike?,The One With Rachel’s Phone Number,Rachel,9
1653, Yeah.,The One With Rachel’s Phone Number,Ross,9
1654, I didn’t know that you guys hung out.,The One With Rachel’s Phone Number,Rachel,9
1655," We don’t. But, I thought that it would be nice to get to know him. You ', 'know? We have a little dinner, drinks, conversation.",The One With Rachel’s Phone Number,Ross,9
1656," Awww. That’s so cute! Ross and Mike’s first date! Beat Is that ', 'going to be awkward? What are you guys gonna talk about?",The One With Rachel’s Phone Number,Rachel,9
1657," Well, but, you know, we have a lot in common, you know, erm…he plays ', 'the piano, I played keyboards in college, or, he’s been divorced, I ', 'have…some…experience in that area",The One With Rachel’s Phone Number,Ross,9
1659, Yeah?,The One With Rachel’s Phone Number,Rachel,9
1661, Hi!,The One With Rachel’s Phone Number,Phoebe,9
1662, Hi!,The One With Rachel’s Phone Number,"Ross, Rachel",9
1663," Ooh. You’re first night out, indeed!",The One With Rachel’s Phone Number,Phoebe,9
1664," Okay, So now I think Emma is properly down for the night but if you ', 'need anything Ross…pointing finger into his chest",The One With Rachel’s Phone Number,Rachel,9
1665," Rach, Rach, Rach: we’ll be fine. You go have fun.",The One With Rachel’s Phone Number,Ross,9
1666, Okay. You too. And I hope you score.,The One With Rachel’s Phone Number,Rachel,9
1668, Bye to Mike,The One With Rachel’s Phone Number,Rachel,9
1669, Bye Shuts door,The One With Rachel’s Phone Number,Mike,9
1670," So, welcome!",The One With Rachel’s Phone Number,Ross,9
1671, I’ve got beer,The One With Rachel’s Phone Number,Mike,9
1672, I’ve got bottled breast milk.,The One With Rachel’s Phone Number,Ross,9
1674, Ahhh. Why don’t we start with the beer?,The One With Rachel’s Phone Number,Mike,9
1675, Okay,The One With Rachel’s Phone Number,Ross,9
1677," So, Phoebe tells me you, er, play the piano?",The One With Rachel’s Phone Number,Ross,9
1678, Yeah?,The One With Rachel’s Phone Number,Mike,9
1679," You, you know? I used to play the keyboards in college.",The One With Rachel’s Phone Number,Ross,9
1680," Yah, do you have one here?",The One With Rachel’s Phone Number,Mike,9
1682, No,The One With Rachel’s Phone Number,Ross,9
1683, Okay nervous laugh,The One With Rachel’s Phone Number,Mike,9
1685, Ahhh.,The One With Rachel’s Phone Number,Mike,9
1687," Erm, you know, I’m divorced. Er, Phoebe said you’ve been divorced.",The One With Rachel’s Phone Number,Ross,9
1688," Yeah. Beat I’m sorry. I don’t really like to talk about it.Ross: ', 'Lost for words Yeah, er… that’s okay. We’ll talk about something else.",The One With Rachel’s Phone Number,Mike,9
1690," So, you’re a palaeontologist, right?",The One With Rachel’s Phone Number,Mike,9
1691, Yeah.,The One With Rachel’s Phone Number,Ross,9
1692, My cousin’s a palaeontologist.,The One With Rachel’s Phone Number,Mike,9
1693, Ah!,The One With Rachel’s Phone Number,Ross,9
1695," Well, he and I would probably have a lot to talk about.",The One With Rachel’s Phone Number,Ross,9
1696," Monica and Chandler’s apartment. Monica has a bottle of red wine on ', 'the table, along with two filled glasses. Chandler bursts through the door ', 'quickly, pulling his suitcase along with him",The One With Rachel’s Phone Number,Scene,9
1697, Hi! Surprised,The One With Rachel’s Phone Number,Monica,9
1698, Hey!,The One With Rachel’s Phone Number,Chandler,9
1699, Welcome home.,The One With Rachel’s Phone Number,Monica,9
1700," Oh, well, look at you!",The One With Rachel’s Phone Number,Chandler,9
1702, What do you think?,The One With Rachel’s Phone Number,Monica,9
1703," Well, it’s great, well, I’m just wearing the same thing underneath! ', 'Look at you.",The One With Rachel’s Phone Number,Chandler,9
1705," Ooh. Hey, how come you door’s locked?",The One With Rachel’s Phone Number,Joey,9
1706, Just a second.,The One With Rachel’s Phone Number,Monica,9
1707," No, no, no, no, no, no, no, no, no. Joey can’t know that I am ', 'here.",The One With Rachel’s Phone Number,Chandler,9
1708, Why not?,The One With Rachel’s Phone Number,Monica,9
1709," Because I didn’t know how to tell him that I couldn’t go to the ', 'Knicks game, so I just told him that I had to stay in Tulsa.",The One With Rachel’s Phone Number,Chandler,9
1710, So you lied to him?,The One With Rachel’s Phone Number,Monica,9
1711," Eh, it is always better to lie than to have the complicated ', 'discussion. Monica glares at him Except with you!",The One With Rachel’s Phone Number,Chandler,9
1713, Hey! Open the door! What’s going on?,The One With Rachel’s Phone Number,Joey,9
1715, Hi!,The One With Rachel’s Phone Number,Monica,9
1716, Why are you dressed like that?,The One With Rachel’s Phone Number,Joey,9
1717," Nervous giggle Because I, erm, well, Chandler’s gonna be home in a ', 'couple of days, so I thought that I would just, er, practice the art of ', 'seduction.",The One With Rachel’s Phone Number,Monica,9
1718, I thought I heard a man’s voice before?,The One With Rachel’s Phone Number,Joey,9
1719," I was just doing Chandler’s side of the conversation, y’know like ', '“Hi”, “How do I look” In Chandler’s voice “Really sexy”, “Could I be any more ', 'turned on?”",The One With Rachel’s Phone Number,Monica,9
1721," Woah, woah, woah. Why are there two glasses of wine out?",The One With Rachel’s Phone Number,Joey,9
1722," Because, one of them is for you! Monica goes to get a glass. ', 'Chandler looks at Joey through the peep-hole and Chandler ducks. Monica comes ', 'back to the door with the two glasses of red wine. Gives one to Joey. ‘Clinks’ ', 'the glasses together Okay, bye, bye!",The One With Rachel’s Phone Number,Monica,9
1724," You know, it’s funny. I’ve been practising the art of seduction as ', 'well! Hya! Does a wiggle",The One With Rachel’s Phone Number,Chandler,9
1725, You might wanna keep practising.,The One With Rachel’s Phone Number,Monica,9
1726, Yeah. Chandler’s phone goes off It’s Joey.,The One With Rachel’s Phone Number,Chandler,9
1727, What?,The One With Rachel’s Phone Number,Monica,9
1729," Hey, Joe!",The One With Rachel’s Phone Number,Chandler,9
1731," Dude, come home!",The One With Rachel’s Phone Number,Joey,9
1732, What? Why?,The One With Rachel’s Phone Number,Chandler,9
1733, Come home!,The One With Rachel’s Phone Number,Joey,9
1734," Look, I can’t. What’s going on?",The One With Rachel’s Phone Number,Chandler,9
1735," I don’t know how to tell you this, but I think that Monica’s cheating ', 'on ya! I told you that you shouldn’t have married someone much hotter than you! ', 'Chandler looks at Monica. They nod then put their ears back to the phone. Joey ', 'walks out of his apartment and up to Monica’s door Right, look. If you can’t ', ""come home and deal with this, then I'm gonna…",The One With Rachel’s Phone Number,Joey,9
1736, Loudly No!,The One With Rachel’s Phone Number,Chandler,9
1737, I just heard him!,The One With Rachel’s Phone Number,Joey,9
1738, Quiet Can you hear him now?,The One With Rachel’s Phone Number,Chandler,9
1739," No. Right, I’m going in!",The One With Rachel’s Phone Number,Joey,9
1740, Loudly No! Wait!,The One With Rachel’s Phone Number,Chandler,9
1741, I heard him again!,The One With Rachel’s Phone Number,Joey,9
1743, Right. Just stay there. I'm coming home.,The One With Rachel’s Phone Number,Chandler,9
1744," Great. I’ll see you when you get here. I’m gonna wait out in the hall ', 'in case the dude comes out.",The One With Rachel’s Phone Number,Joey,9
1745, Is that really necessary?,The One With Rachel’s Phone Number,Chandler,9
1746," Absolutely. You’d do it for me! Not that you’d ever have to, ‘cos I ', 'know how to keep my women completely satisfied.",The One With Rachel’s Phone Number,Joey,9
1747," Ross and Rachel’s apartment. Both Ross and Mike are sat on the sofa, ', 'with Fosters in their hands. Mike is blowing across the top of his bottle",The One With Rachel’s Phone Number,Scene,9
1748," Shouldn’t the pizza be here by now? They said 30 minutes or less. How ', 'long has it been?",The One With Rachel’s Phone Number,Ross,9
1749," Looks at watch Eleven minutes. Still looking at watch And now ', 'twelve. Picks up bottle Do you like the beer?",The One With Rachel’s Phone Number,Mike,9
1750, I do. I do. Although it is actually a lager.,The One With Rachel’s Phone Number,Ross,9
1751, Oh. What’s the difference between a beer and a lager?,The One With Rachel’s Phone Number,Mike,9
1752, I don’t know. We can look it up.,The One With Rachel’s Phone Number,Ross,9
1753, Things are about to get wild!,The One With Rachel’s Phone Number,Mike,9
1754, A bar. Phoebe and Rachel are carrying drinks,The One With Rachel’s Phone Number,Scene,9
1755," Oh, god. Do you remember the girls’ nights that we used to have? ', 'Sitting around, talking about you and Ross?",The One With Rachel’s Phone Number,Phoebe,9
1756," Oh, god. It seems like forever ago.",The One With Rachel’s Phone Number,Rachel,9
1757, I know.,The One With Rachel’s Phone Number,Phoebe,9
1759, So what’s going on with you and Ross?,The One With Rachel’s Phone Number,Phoebe,9
1760," Well, um, I don’t know. I mean, for a long time, nothing. You know, ', 'actually, right before you picked me up, Ross and I had a little thing.",The One With Rachel’s Phone Number,Rachel,9
1761, Woah! Oh my god! I love things! What happened?,The One With Rachel’s Phone Number,Phoebe,9
1762," Well, um, first he told me that he liked how I looked, and then, erm, ', 'we had a little, erm, eye contact.",The One With Rachel’s Phone Number,Rachel,9
1763, Eye contact?,The One With Rachel’s Phone Number,Phoebe,9
1764, Uh huh.,The One With Rachel’s Phone Number,Rachel,9
1765, I hope you were using protection.,The One With Rachel’s Phone Number,Phoebe,9
1767," Excuse me, um, these are from the two gentlemen at the end of the ', 'bar.",The One With Rachel’s Phone Number,Waiter,9
1769," Should we send them something back? Yes, let’s do! Let’s send them ', 'mashed potatoes!!",The One With Rachel’s Phone Number,Phoebe,9
1770," No, wait, don’t do that! It’s gonna make them think that they can ', 'come over here!",The One With Rachel’s Phone Number,Rachel,9
1771," So, what if they do?",The One With Rachel’s Phone Number,Phoebe,9
1772," We’re not here to meet guys. You have a boyfriend. I have a…baby and ', 'a Ross.",The One With Rachel’s Phone Number,Rachel,9
1773," Yeah, but, um, nothing has to happen. Just having fun. You know, not ', 'everything has to go as far as ‘eye contact’.",The One With Rachel’s Phone Number,Phoebe,9
1774, Monica and Chandler’s apartment,The One With Rachel’s Phone Number,Scene,9
1775," Chandler, you have to tell Joey that you are not in Tulsa.",The One With Rachel’s Phone Number,Monica,9
1776," Don’t you think it’s better for him to think that you’re cheating ', ""on me than for him to think that I'm cheating on him? Silence I heard it!",The One With Rachel’s Phone Number,Chandler,9
1777, I don’t want him to think that I'm having an affair.,The One With Rachel’s Phone Number,Monica,9
